arc_id,from_node,to_node,base_cost,resource_id
153,71,70,1.0,20206
154,78,79,1.0,30206
155,79,78,1.0,30206
156,71,72,1.0,20207
157,72,71,1.0,20207
158,79,80,1.0,30207
159,80,79,1.0,30207
160,65,81,1.0,40200
161,81,65,1.0,40200
162,81,82,1.0,40201
163,82,81,1.0,40201
164,82,77,1.0,40202
165,77,82,1.0,40202
166,77,83,1.0,40203
167,83,77,1.0,40203
168,83,84,1.0,40204
169,84,83,1.0,40204
170,84,71,1.0,40210
171,71,84,1.0,40210
172,74,85,1.0,50200
173,85,74,1.0,50200
174,85,86,1.0,50201
175,86,85,1.0,50201
176,86,69,1.0,50202
177,69,86,1.0,50202
178,69,83,1.0,50203
179,83,69,1.0,50203
180,83,87,1.0,50204
181,87,83,1.0,50204
182,87,79,1.0,50210
183,79,87,1.0,50210
184,88,64,0.5,-1
185,72,89,0.5,-1
186,90,72,0.5,-1
187,64,91,0.5,-1
188,92,73,0.5,-1
189,80,93,0.5,-1
190,94,80,0.5,-1
191,73,95,0.5,-1
192,96,97,1.0,20300
193,97,96,1.0,20300
194,105,106,1.0,30300
195,106,105,1.0,30300
196,97,98,1.0,20301
197,98,97,1.0,20301
198,106,107,1.0,30301
199,107,106,1.0,30301
200,98,99,1.0,20302
201,99,98,1.0,20302
202,107,108,1.0,30302
203,108,107,1.0,30302
204,99,100,1.0,20303
205,100,99,1.0,20303
206,108,100,1.0,30303
207,100,108,1.0,30303
208,100,101,1.0,20304
209,101,100,1.0,20304
210,100,109,1.0,30304
211,109,100,1.0,30304
212,101,102,1.0,20305
213,102,101,1.0,20305
214,109,110,1.0,30305
215,110,109,1.0,30305
216,102,103,1.0,20306
217,103,102,1.0,20306
218,110,111,1.0,30306
219,111,110,1.0,30306
220,103,104,1.0,20307
221,104,103,1.0,20307
222,111,112,1.0,30307
223,112,111,1.0,30307
224,97,113,1.0,40300
225,113,97,1.0,40300
226,113,114,1.0,40301
227,114,113,1.0,40301
228,114,109,1.0,40302
229,109,114,1.0,40302
230,109,115,1.0,40303
231,115,109,1.0,40303
232,115,116,1.0,40304
233,116,115,1.0,40304
234,116,103,1.0,40310
235,103,116,1.0,40310
236,106,117,1.0,50300
237,117,106,1.0,50300
238,117,118,1.0,50301
239,118,117,1.0,50301
240,118,101,1.0,50302
241,101,118,1.0,50302
242,101,115,1.0,50303
243,115,101,1.0,50303
244,115,119,1.0,50304
245,119,115,1.0,50304
246,119,111,1.0,50310
247,111,119,1.0,50310
248,120,96,0.5,-1
249,104,121,0.5,-1
250,122,104,0.5,-1
251,96,123,0.5,-1
252,124,105,0.5,-1
253,112,125,0.5,-1
254,126,112,0.5,-1
255,105,127,0.5,-1
256,128,129,1.0,20400
257,129,128,1.0,20400
258,137,138,1.0,30400
259,138,137,1.0,30400
260,129,130,1.0,20401
261,130,129,1.0,20401
262,138,139,1.0,30401
263,139,138,1.0,30401
264,130,131,1.0,20402
265,131,130,1.0,20402
266,139,140,1.0,30402
267,140,139,1.0,30402
268,131,132,1.0,20403
269,132,131,1.0,20403
270,140,132,1.0,30403
271,132,140,1.0,30403
272,132,133,1.0,20404
273,133,132,1.0,20404
274,132,141,1.0,30404
275,141,132,1.0,30404
276,133,134,1.0,20405
277,134,133,1.0,20405
278,141,142,1.0,30405
279,142,141,1.0,30405
280,134,135,1.0,20406
281,135,134,1.0,20406
282,142,143,1.0,30406
283,143,142,1.0,30406
284,135,136,1.0,20407
285,136,135,1.0,20407
286,143,144,1.0,30407
287,144,143,1.0,30407
288,129,145,1.0,40400
289,145,129,1.0,40400
290,145,146,1.0,40401
291,146,145,1.0,40401
292,146,141,1.0,40402
293,141,146,1.0,40402
294,141,147,1.0,40403
295,147,141,1.0,40403
296,147,148,1.0,40404
297,148,147,1.0,40404
298,148,135,1.0,40410
299,135,148,1.0,40410
300,138,149,1.0,50400
301,149,138,1.0,50400
302,149,150,1.0,50401
303,150,149,1.0,50401
304,150,133,1.0,50402
305,133,150,1.0,50402
306,133,147,1.0,50403
307,147,133,1.0,50403
308,147,151,1.0,50404
309,151,147,1.0,50404
310,151,143,1.0,50410
311,143,151,1.0,50410
312,152,128,0.5,-1
313,136,153,0.5,-1
314,154,136,0.5,-1
315,128,155,0.5,-1
316,156,137,0.5,-1
317,144,157,0.5,-1
318,158,144,0.5,-1
319,137,159,0.5,-1
320,160,161,1.0,20500
321,161,160,1.0,20500
322,169,170,1.0,30500
323,170,169,1.0,30500
324,161,162,1.0,20501
325,162,161,1.0,20501
326,170,171,1.0,30501
327,171,170,1.0,30501
328,162,163,1.0,20502
329,163,162,1.0,20502
330,171,172,1.0,30502
331,172,171,1.0,30502
332,163,164,1.0,20503
333,164,163,1.0,20503
334,172,164,1.0,30503
335,164,172,1.0,30503
336,164,165,1.0,20504
337,165,164,1.0,20504
338,164,173,1.0,30504
339,173,164,1.0,30504
340,165,166,1.0,20505
341,166,165,1.0,20505
342,173,174,1.0,30505
343,174,173,1.0,30505
344,166,167,1.0,20506
345,167,166,1.0,20506
346,174,175,1.0,30506
347,175,174,1.0,30506
348,167,168,1.0,20507
349,168,167,1.0,20507
350,175,176,1.0,30507
351,176,175,1.0,30507
352,161,177,1.0,40500
353,177,161,1.0,40500
354,177,178,1.0,40501
355,178,177,1.0,40501
356,178,173,1.0,40502
357,173,178,1.0,40502
358,173,179,1.0,40503
359,179,173,1.0,40503
360,179,180,1.0,40504
361,180,179,1.0,40504
362,180,167,1.0,40510
363,167,180,1.0,40510
364,170,181,1.0,50500
365,181,170,1.0,50500
366,181,182,1.0,50501
367,182,181,1.0,50501
368,182,165,1.0,50502
369,165,182,1.0,50502
370,165,179,1.0,50503
371,179,165,1.0,50503
372,179,183,1.0,50504
373,183,179,1.0,50504
374,183,175,1.0,50510
375,175,183,1.0,50510
376,184,160,0.5,-1
377,168,185,0.5,-1
378,186,168,0.5,-1
379,160,187,0.5,-1
380,188,169,0.5,-1
381,176,189,0.5,-1
382,190,176,0.5,-1
383,169,191,0.5,-1
384,192,193,1.0,20600
385,193,192,1.0,20600
386,201,202,1.0,30600
387,202,201,1.0,30600
388,193,194,1.0,20601
389,194,193,1.0,20601
390,202,203,1.0,30601
391,203,202,1.0,30601
392,194,195,1.0,20602
393,195,194,1.0,20602
394,203,204,1.0,30602
395,204,203,1.0,30602
396,195,196,1.0,20603
397,196,195,1.0,20603
398,204,196,1.0,30603
399,196,204,1.0,30603
400,196,197,1.0,20604
401,197,196,1.0,20604
402,196,205,1.0,30604
403,205,196,1.0,30604
404,197,198,1.0,20605
405,198,197,1.0,20605
406,205,206,1.0,30605
407,206,205,1.0,30605
408,198,199,1.0,20606
409,199,198,1.0,20606
410,206,207,1.0,30606
411,207,206,1.0,30606
412,199,200,1.0,20607
413,200,199,1.0,20607
414,207,208,1.0,30607
415,208,207,1.0,30607
416,193,209,1.0,40600
417,209,193,1.0,40600
418,209,210,1.0,40601
419,210,209,1.0,40601
420,210,205,1.0,40602
421,205,210,1.0,40602
422,205,211,1.0,40603
423,211,205,1.0,40603
424,211,212,1.0,40604
425,212,211,1.0,40604
426,212,199,1.0,40610
427,199,212,1.0,40610
428,202,213,1.0,50600
429,213,202,1.0,50600
430,213,214,1.0,50601
431,214,213,1.0,50601
432,214,197,1.0,50602
433,197,214,1.0,50602
434,197,211,1.0,50603
435,211,197,1.0,50603
436,211,215,1.0,50604
437,215,211,1.0,50604
438,215,207,1.0,50610
439,207,215,1.0,50610
440,216,192,0.5,-1
441,200,217,0.5,-1
442,218,200,0.5,-1
443,192,219,0.5,-1
444,220,201,0.5,-1
445,208,221,0.5,-1
446,222,208,0.5,-1
447,201,223,0.5,-1
448,224,225,1.0,20700
449,225,224,1.0,20700
450,233,234,1.0,30700
451,234,233,1.0,30700
452,225,226,1.0,20701
453,226,225,1.0,20701
454,234,235,1.0,30701
455,235,234,1.0,30701
456,226,227,1.0,20702
457,227,226,1.0,20702
458,235,236,1.0,30702
459,236,235,1.0,30702
460,227,228,1.0,20703
461,228,227,1.0,20703
462,236,228,1.0,30703
463,228,236,1.0,30703
464,228,229,1.0,20704
465,229,228,1.0,20704
466,228,237,1.0,30704
467,237,228,1.0,30704
468,229,230,1.0,20705
469,230,229,1.0,20705
470,237,238,1.0,30705
471,238,237,1.0,30705
472,230,231,1.0,20706
473,231,230,1.0,20706
474,238,239,1.0,30706
475,239,238,1.0,30706
476,231,232,1.0,20707
477,232,231,1.0,20707
478,239,240,1.0,30707
479,240,239,1.0,30707
480,225,241,1.0,40700
481,241,225,1.0,40700
482,241,242,1.0,40701
483,242,241,1.0,40701
484,242,237,1.0,40702
485,237,242,1.0,40702
486,237,243,1.0,40703
487,243,237,1.0,40703
488,243,244,1.0,40704
489,244,243,1.0,40704
490,244,231,1.0,40710
491,231,244,1.0,40710
492,234,245,1.0,50700
493,245,234,1.0,50700
494,245,246,1.0,50701
495,246,245,1.0,50701
496,246,229,1.0,50702
497,229,246,1.0,50702
498,229,243,1.0,50703
499,243,229,1.0,50703
500,243,247,1.0,50704
501,247,243,1.0,50704
502,247,239,1.0,50710
503,239,247,1.0,50710
504,248,224,0.5,-1
505,232,249,0.5,-1
506,250,232,0.5,-1
507,224,251,0.5,-1
508,252,233,0.5,-1
509,240,253,0.5,-1
510,254,240,0.5,-1
511,233,255,0.5,-1
512,256,257,1.0,20800
513,257,256,1.0,20800
514,265,266,1.0,30800
515,266,265,1.0,30800
516,257,258,1.0,20801
517,258,257,1.0,20801
518,266,267,1.0,30801
519,267,266,1.0,30801
520,258,259,1.0,20802
521,259,258,1.0,20802
522,267,268,1.0,30802
523,268,267,1.0,30802
524,259,260,1.0,20803
525,260,259,1.0,20803
526,268,260,1.0,30803
527,260,268,1.0,30803
528,260,261,1.0,20804
529,261,260,1.0,20804
530,260,269,1.0,30804
531,269,260,1.0,30804
532,261,262,1.0,20805
533,262,261,1.0,20805
534,269,270,1.0,30805
535,270,269,1.0,30805
536,262,263,1.0,20806
537,263,262,1.0,20806
538,270,271,1.0,30806
539,271,270,1.0,30806
540,263,264,1.0,20807
541,264,263,1.0,20807
542,271,272,1.0,30807
543,272,271,1.0,30807
544,257,273,1.0,40800
545,273,257,1.0,40800
546,273,274,1.0,40801
547,274,273,1.0,40801
548,274,269,1.0,40802
549,269,274,1.0,40802
550,269,275,1.0,40803
551,275,269,1.0,40803
552,275,276,1.0,40804
553,276,275,1.0,40804
554,276,263,1.0,40810
555,263,276,1.0,40810
556,266,277,1.0,50800
557,277,266,1.0,50800
558,277,278,1.0,50801
559,278,277,1.0,50801
560,278,261,1.0,50802
561,261,278,1.0,50802
562,261,275,1.0,50803
563,275,261,1.0,50803
564,275,279,1.0,50804
565,279,275,1.0,50804
566,279,271,1.0,50810
567,271,279,1.0,50810
568,280,256,0.5,-1
569,264,281,0.5,-1
570,282,264,0.5,-1
571,256,283,0.5,-1
572,284,265,0.5,-1
573,272,285,0.5,-1
574,286,272,0.5,-1
575,265,287,0.5,-1
576,288,289,1.0,20900
577,289,288,1.0,20900
578,297,298,1.0,30900
579,298,297,1.0,30900
580,289,290,1.0,20901
581,290,289,1.0,20901
582,298,299,1.0,30901
583,299,298,1.0,30901
584,290,291,1.0,20902
585,291,290,1.0,20902
586,299,300,1.0,30902
587,300,299,1.0,30902
588,291,292,1.0,20903
589,292,291,1.0,20903
590,300,292,1.0,30903
591,292,300,1.0,30903
592,292,293,1.0,20904
593,293,292,1.0,20904
594,292,301,1.0,30904
595,301,292,1.0,30904
596,293,294,1.0,20905
597,294,293,1.0,20905
598,301,302,1.0,30905
599,302,301,1.0,30905
600,294,295,1.0,20906
601,295,294,1.0,20906
602,302,303,1.0,30906
603,303,302,1.0,30906
604,295,296,1.0,20907
605,296,295,1.0,20907
606,303,304,1.0,30907
607,304,303,1.0,30907
608,289,305,1.0,40900
609,305,289,1.0,40900
610,305,306,1.0,40901
611,306,305,1.0,40901
612,306,301,1.0,40902
613,301,306,1.0,40902
614,301,307,1.0,40903
615,307,301,1.0,40903
616,307,308,1.0,40904
617,308,307,1.0,40904
618,308,295,1.0,40910
619,295,308,1.0,40910
620,298,309,1.0,50900
621,309,298,1.0,50900
622,309,310,1.0,50901
623,310,309,1.0,50901
624,310,293,1.0,50902
625,293,310,1.0,50902
626,293,307,1.0,50903
627,307,293,1.0,50903
628,307,311,1.0,50904
629,311,307,1.0,50904
630,311,303,1.0,50910
631,303,311,1.0,50910
632,312,288,0.5,-1
633,296,313,0.5,-1
634,314,296,0.5,-1
635,288,315,0.5,-1
636,316,297,0.5,-1
637,304,317,0.5,-1
638,318,304,0.5,-1
639,297,319,0.5,-1
640,320,321,1.0,21000
641,321,320,1.0,21000
642,329,330,1.0,31000
643,330,329,1.0,31000
644,321,322,1.0,21001
645,322,321,1.0,21001
646,330,331,1.0,31001
647,331,330,1.0,31001
648,322,323,1.0,21002
649,323,322,1.0,21002
650,331,332,1.0,31002
651,332,331,1.0,31002
652,323,324,1.0,21003
653,324,323,1.0,21003
654,332,324,1.0,31003
655,324,332,1.0,31003
656,324,325,1.0,21004
657,325,324,1.0,21004
658,324,333,1.0,31004
659,333,324,1.0,31004
660,325,326,1.0,21005
661,326,325,1.0,21005
662,333,334,1.0,31005
663,334,333,1.0,31005
664,326,327,1.0,21006
665,327,326,1.0,21006
666,334,335,1.0,31006
667,335,334,1.0,31006
668,327,328,1.0,21007
669,328,327,1.0,21007
670,335,336,1.0,31007
671,336,335,1.0,31007
672,321,337,1.0,41000
673,337,321,1.0,41000
674,337,338,1.0,41001
675,338,337,1.0,41001
676,338,333,1.0,41002
677,333,338,1.0,41002
678,333,339,1.0,41003
679,339,333,1.0,41003
680,339,340,1.0,41004
681,340,339,1.0,41004
682,340,327,1.0,41010
683,327,340,1.0,41010
684,330,341,1.0,51000
685,341,330,1.0,51000
686,341,342,1.0,51001
687,342,341,1.0,51001
688,342,325,1.0,51002
689,325,342,1.0,51002
690,325,339,1.0,51003
691,339,325,1.0,51003
692,339,343,1.0,51004
693,343,339,1.0,51004
694,343,335,1.0,51010
695,335,343,1.0,51010
696,344,320,0.5,-1
697,328,345,0.5,-1
698,346,328,0.5,-1
699,320,347,0.5,-1
700,348,329,0.5,-1
701,336,349,0.5,-1
702,350,336,0.5,-1
703,329,351,0.5,-1
704,352,353,1.0,21100
705,353,352,1.0,21100
706,361,362,1.0,31100
707,362,361,1.0,31100
708,353,354,1.0,21101
709,354,353,1.0,21101
710,362,363,1.0,31101
711,363,362,1.0,31101
712,354,355,1.0,21102
713,355,354,1.0,21102
714,363,364,1.0,31102
715,364,363,1.0,31102
716,355,356,1.0,21103
717,356,355,1.0,21103
718,364,356,1.0,31103
719,356,364,1.0,31103
720,356,357,1.0,21104
721,357,356,1.0,21104
722,356,365,1.0,31104
723,365,356,1.0,31104
724,357,358,1.0,21105
725,358,357,1.0,21105
726,365,366,1.0,31105
727,366,365,1.0,31105
728,358,359,1.0,21106
729,359,358,1.0,21106
730,366,367,1.0,31106
731,367,366,1.0,31106
732,359,360,1.0,21107
733,360,359,1.0,21107
734,367,368,1.0,31107
735,368,367,1.0,31107
736,353,369,1.0,41100
737,369,353,1.0,41100
738,369,370,1.0,41101
739,370,369,1.0,41101
740,370,365,1.0,41102
741,365,370,1.0,41102
742,365,371,1.0,41103
743,371,365,1.0,41103
744,371,372,1.0,41104
745,372,371,1.0,41104
746,372,359,1.0,41110
747,359,372,1.0,41110
748,362,373,1.0,51100
749,373,362,1.0,51100
750,373,374,1.0,51101
751,374,373,1.0,51101
752,374,357,1.0,51102
753,357,374,1.0,51102
754,357,371,1.0,51103
755,371,357,1.0,51103
756,371,375,1.0,51104
757,375,371,1.0,51104
758,375,367,1.0,51110
759,367,375,1.0,51110
760,376,352,0.5,-1
761,360,377,0.5,-1
762,378,360,0.5,-1
763,352,379,0.5,-1
764,380,361,0.5,-1
765,368,381,0.5,-1
766,382,368,0.5,-1
767,361,383,0.5,-1
768,384,385,1.0,21200
769,385,384,1.0,21200
770,393,394,1.0,31200
771,394,393,1.0,31200
772,385,386,1.0,21201
773,386,385,1.0,21201
774,394,395,1.0,31201
775,395,394,1.0,31201
776,386,387,1.0,21202
777,387,386,1.0,21202
778,395,396,1.0,31202
779,396,395,1.0,31202
780,387,388,1.0,21203
781,388,387,1.0,21203
782,396,388,1.0,31203
783,388,396,1.0,31203
784,388,389,1.0,21204
785,389,388,1.0,21204
786,388,397,1.0,31204
787,397,388,1.0,31204
788,389,390,1.0,21205
789,390,389,1.0,21205
790,397,398,1.0,31205
791,398,397,1.0,31205
792,390,391,1.0,21206
793,391,390,1.0,21206
794,398,399,1.0,31206
795,399,398,1.0,31206
796,391,392,1.0,21207
797,392,391,1.0,21207
798,399,400,1.0,31207
799,400,399,1.0,31207
800,385,401,1.0,41200
801,401,385,1.0,41200
802,401,402,1.0,41201
803,402,401,1.0,41201
804,402,397,1.0,41202
805,397,402,1.0,41202
806,397,403,1.0,41203
807,403,397,1.0,41203
808,403,404,1.0,41204
809,404,403,1.0,41204
810,404,391,1.0,41210
811,391,404,1.0,41210
812,394,405,1.0,51200
813,405,394,1.0,51200
814,405,406,1.0,51201
815,406,405,1.0,51201
816,406,389,1.0,51202
817,389,406,1.0,51202
818,389,403,1.0,51203
819,403,389,1.0,51203
820,403,407,1.0,51204
821,407,403,1.0,51204
822,407,399,1.0,51210
823,399,407,1.0,51210
824,408,384,0.5,-1
825,392,409,0.5,-1
826,410,392,0.5,-1
827,384,411,0.5,-1
828,412,393,0.5,-1
829,400,413,0.5,-1
830,414,400,0.5,-1
831,393,415,0.5,-1
832,416,417,1.0,21300
833,417,416,1.0,21300
834,425,426,1.0,31300
835,426,425,1.0,31300
836,417,418,1.0,21301
837,418,417,1.0,21301
838,426,427,1.0,31301
839,427,426,1.0,31301
840,418,419,1.0,21302
841,419,418,1.0,21302
842,427,428,1.0,31302
843,428,427,1.0,31302
844,419,420,1.0,21303
845,420,419,1.0,21303
846,428,420,1.0,31303
847,420,428,1.0,31303
848,420,421,1.0,21304
849,421,420,1.0,21304
850,420,429,1.0,31304
851,429,420,1.0,31304
852,421,422,1.0,21305
853,422,421,1.0,21305
854,429,430,1.0,31305
855,430,429,1.0,31305
856,422,423,1.0,21306
857,423,422,1.0,21306
858,430,431,1.0,31306
859,431,430,1.0,31306
860,423,424,1.0,21307
861,424,423,1.0,21307
862,431,432,1.0,31307
863,432,431,1.0,31307
864,417,433,1.0,41300
865,433,417,1.0,41300
866,433,434,1.0,41301
867,434,433,1.0,41301
868,434,429,1.0,41302
869,429,434,1.0,41302
870,429,435,1.0,41303
871,435,429,1.0,41303
872,435,436,1.0,41304
873,436,435,1.0,41304
874,436,423,1.0,41310
875,423,436,1.0,41310
876,426,437,1.0,51300
877,437,426,1.0,51300
878,437,438,1.0,51301
879,438,437,1.0,51301
880,438,421,1.0,51302
881,421,438,1.0,51302
882,421,435,1.0,51303
883,435,421,1.0,51303
884,435,439,1.0,51304
885,439,435,1.0,51304
886,439,431,1.0,51310
887,431,439,1.0,51310
888,440,416,0.5,-1
889,424,441,0.5,-1
890,442,424,0.5,-1
891,416,443,0.5,-1
892,444,425,0.5,-1
893,432,445,0.5,-1
894,446,432,0.5,-1
895,425,447,0.5,-1
896,448,449,1.0,21400
897,449,448,1.0,21400
898,457,458,1.0,31400
899,458,457,1.0,31400
900,449,450,1.0,21401
901,450,449,1.0,21401
902,458,459,1.0,31401
903,459,458,1.0,31401
904,450,451,1.0,21402
905,451,450,1.0,21402
906,459,460,1.0,31402
907,460,459,1.0,31402
908,451,452,1.0,21403
909,452,451,1.0,21403
910,460,452,1.0,31403
911,452,460,1.0,31403
912,452,453,1.0,21404
913,453,452,1.0,21404
914,452,461,1.0,31404
915,461,452,1.0,31404
916,453,454,1.0,21405
917,454,453,1.0,21405
918,461,462,1.0,31405
919,462,461,1.0,31405
920,454,455,1.0,21406
921,455,454,1.0,21406
922,462,463,1.0,31406
923,463,462,1.0,31406
924,455,456,1.0,21407
925,456,455,1.0,21407
926,463,464,1.0,31407
927,464,463,1.0,31407
928,449,465,1.0,41400
929,465,449,1.0,41400
930,465,466,1.0,41401
931,466,465,1.0,41401
932,466,461,1.0,41402
933,461,466,1.0,41402
934,461,467,1.0,41403
935,467,461,1.0,41403
936,467,468,1.0,41404
937,468,467,1.0,41404
938,468,455,1.0,41410
939,455,468,1.0,41410
940,458,469,1.0,51400
941,469,458,1.0,51400
942,469,470,1.0,51401
943,470,469,1.0,51401
944,470,453,1.0,51402
945,453,470,1.0,51402
946,453,467,1.0,51403
947,467,453,1.0,51403
948,467,471,1.0,51404
949,471,467,1.0,51404
950,471,463,1.0,51410
951,463,471,1.0,51410
952,472,448,0.5,-1
953,456,473,0.5,-1
954,474,456,0.5,-1
955,448,475,0.5,-1
956,476,457,0.5,-1
957,464,477,0.5,-1
958,478,464,0.5,-1
959,457,479,0.5,-1
960,480,481,1.0,21500
961,481,480,1.0,21500
962,489,490,1.0,31500
963,490,489,1.0,31500
964,481,482,1.0,21501
965,482,481,1.0,21501
966,490,491,1.0,31501
967,491,490,1.0,31501
968,482,483,1.0,21502
969,483,482,1.0,21502
970,491,492,1.0,31502
971,492,491,1.0,31502
972,483,484,1.0,21503
973,484,483,1.0,21503
974,492,484,1.0,31503
975,484,492,1.0,31503
976,484,485,1.0,21504
977,485,484,1.0,21504
978,484,493,1.0,31504
979,493,484,1.0,31504
980,485,486,1.0,21505
981,486,485,1.0,21505
982,493,494,1.0,31505
983,494,493,1.0,31505
984,486,487,1.0,21506
985,487,486,1.0,21506
986,494,495,1.0,31506
987,495,494,1.0,31506
988,487,488,1.0,21507
989,488,487,1.0,21507
990,495,496,1.0,31507
991,496,495,1.0,31507
992,481,497,1.0,41500
993,497,481,1.0,41500
994,497,498,1.0,41501
995,498,497,1.0,41501
996,498,493,1.0,41502
997,493,498,1.0,41502
998,493,499,1.0,41503
999,499,493,1.0,41503
1000,499,500,1.0,41504
1001,500,499,1.0,41504
1002,500,487,1.0,41510
1003,487,500,1.0,41510
1004,490,501,1.0,51500
1005,501,490,1.0,51500
1006,501,502,1.0,51501
1007,502,501,1.0,51501
1008,502,485,1.0,51502
1009,485,502,1.0,51502
1010,485,499,1.0,51503
1011,499,485,1.0,51503
1012,499,503,1.0,51504
1013,503,499,1.0,51504
1014,503,495,1.0,51510
1015,495,503,1.0,51510
1016,504,480,0.5,-1
1017,488,505,0.5,-1
1018,506,488,0.5,-1
1019,480,507,0.5,-1
1020,508,489,0.5,-1
1021,496,509,0.5,-1
1022,510,496,0.5,-1
1023,489,511,0.5,-1
1024,512,513,1.0,21600
1025,513,512,1.0,21600
1026,521,522,1.0,31600
1027,522,521,1.0,31600
1028,513,514,1.0,21601
1029,514,513,1.0,21601
1030,522,523,1.0,31601
1031,523,522,1.0,31601
1032,514,515,1.0,21602
1033,515,514,1.0,21602
1034,523,524,1.0,31602
1035,524,523,1.0,31602
1036,515,516,1.0,21603
1037,516,515,1.0,21603
1038,524,516,1.0,31603
1039,516,524,1.0,31603
1040,516,517,1.0,21604
1041,517,516,1.0,21604
1042,516,525,1.0,31604
1043,525,516,1.0,31604
1044,517,518,1.0,21605
1045,518,517,1.0,21605
1046,525,526,1.0,31605
1047,526,525,1.0,31605
1048,518,519,1.0,21606
1049,519,518,1.0,21606
1050,526,527,1.0,31606
1051,527,526,1.0,31606
1052,519,520,1.0,21607
1053,520,519,1.0,21607
1054,527,528,1.0,31607
1055,528,527,1.0,31607
1056,513,529,1.0,41600
1057,529,513,1.0,41600
1058,529,530,1.0,41601
1059,530,529,1.0,41601
1060,530,525,1.0,41602
1061,525,530,1.0,41602
1062,525,531,1.0,41603
1063,531,525,1.0,41603
1064,531,532,1.0,41604
1065,532,531,1.0,41604
1066,532,519,1.0,41610
1067,519,532,1.0,41610
