agent_id,time,node_id,x,y,train_class
1,22,6,6,0,freight
1,23,6,6,0,freight
1,24,5,5,0,freight
1,25,5,5,0,freight
1,26,4,4,0,freight
1,27,4,4,0,freight
1,28,3,3,0,freight
1,29,3,3,0,freight
1,30,2,2,0,freight
1,31,2,2,0,freight
1,32,1,1,0,freight
1,33,1,1,0,freight
1,34,0,0,0,freight
1,35,0,0,0,freight
1,36,23,0,0,freight
1,37,23,0,0,freight
1,38,23,0,0,freight
1,39,23,0,0,freight
1,40,23,0,0,freight
1,41,23,0,0,freight
1,42,23,0,0,freight
1,43,23,0,0,freight
1,44,23,0,0,freight
1,45,23,0,0,freight
1,46,23,0,0,freight
1,47,23,0,0,freight
1,48,23,0,0,freight
1,49,23,0,0,freight
1,50,23,0,0,freight
1,51,23,0,0,freight
1,52,23,0,0,freight
1,53,23,0,0,freight
1,54,23,0,0,freight
1,55,23,0,0,freight
1,56,23,0,0,freight
1,57,23,0,0,freight
2,0,24,0,0,regional
2,1,24,0,0,regional
2,2,24,0,0,regional
2,3,24,0,0,regional
2,4,0,0,0,regional
2,5,1,1,0,regional
2,6,2,2,0,regional
2,7,3,3,0,regional
2,8,4,4,0,regional
2,9,5,5,0,regional
2,10,6,6,0,regional
2,11,7,7,0,regional
2,12,8,8,0,regional
2,13,8,8,0,regional
2,14,8,8,0,regional
2,15,8,8,0,regional
2,16,9,9,0,regional
2,17,10,10,0,regional
2,18,11,11,0,regional
2,19,12,12,0,regional
2,20,13,13,0,regional
2,21,14,14,0,regional
2,22,15,15,0,regional
2,23,16,16,0,regional
2,24,25,16,0,regional
2,25,25,16,0,regional
2,26,25,16,0,regional
2,27,25,16,0,regional
2,28,25,16,0,regional
2,29,25,16,0,regional
2,30,25,16,0,regional
2,31,25,16,0,regional
2,32,25,16,0,regional
2,33,25,16,0,regional
2,34,25,16,0,regional
2,35,25,16,0,regional
2,36,25,16,0,regional
2,37,25,16,0,regional
2,38,25,16,0,regional
2,39,25,16,0,regional
2,40,25,16,0,regional
2,41,25,16,0,regional
2,42,25,16,0,regional
2,43,25,16,0,regional
2,44,25,16,0,regional
2,45,25,16,0,regional
2,46,25,16,0,regional
2,47,25,16,0,regional
2,48,25,16,0,regional
2,49,25,16,0,regional
2,50,25,16,0,regional
2,51,25,16,0,regional
2,52,25,16,0,regional
2,53,25,16,0,regional
2,54,25,16,0,regional
2,55,25,16,0,regional
2,56,25,16,0,regional
2,57,25,16,0,regional
3,0,46,0,4,passenger
3,1,46,0,4,passenger
3,2,46,0,4,passenger
3,3,26,0,4,passenger
3,4,27,1,4,passenger
3,5,28,2,4,passenger
3,6,29,3,4,passenger
3,7,30,4,4,passenger
3,8,31,5,4,passenger
3,9,32,6,4,passenger
3,10,33,7,4,passenger
3,11,34,8,4,passenger
3,12,35,9,4,passenger
3,13,36,10,4,passenger
3,14,37,11,4,passenger
3,15,38,12,4,passenger
3,16,39,13,4,passenger
3,17,40,14,4,passenger
3,18,41,15,4,passenger
3,19,42,16,4,passenger
3,20,47,16,4,passenger
3,21,47,16,4,passenger
3,22,47,16,4,passenger
3,23,47,16,4,passenger
3,24,47,16,4,passenger
3,25,47,16,4,passenger
3,26,47,16,4,passenger
3,27,47,16,4,passenger
3,28,47,16,4,passenger
3,29,47,16,4,passenger
3,30,47,16,4,passenger
3,31,47,16,4,passenger
3,32,47,16,4,passenger
3,33,47,16,4,passenger
3,34,47,16,4,passenger
3,35,47,16,4,passenger
3,36,47,16,4,passenger
3,37,47,16,4,passenger
3,38,47,16,4,passenger
3,39,47,16,4,passenger
3,40,47,16,4,passenger
3,41,47,16,4,passenger
3,42,47,16,4,passenger
3,43,47,16,4,passenger
3,44,47,16,4,passenger
3,45,47,16,4,passenger
3,46,47,16,4,passenger
3,47,47,16,4,passenger
3,48,47,16,4,passenger
3,49,47,16,4,passenger
3,50,47,16,4,passenger
3,51,47,16,4,passenger
3,52,47,16,4,passenger
3,53,47,16,4,passenger
3,54,47,16,4,passenger
3,55,47,16,4,passenger
3,56,47,16,4,passenger
3,57,47,16,4,passenger
4,0,48,16,4,passenger
4,1,48,16,4,passenger
4,2,48,16,4,passenger
4,3,48,16,4,passenger
4,4,42,16,4,passenger
4,5,41,15,4,passenger
4,6,40,14,4,passenger
4,7,39,13,4,passenger
4,8,38,12,4,passenger
4,9,37,11,4,passenger
4,10,36,10,4,passenger
4,11,45,9,5,passenger
4,12,44,8,5,passenger
4,13,43,7,5,passenger
4,14,32,6,4,passenger
4,15,31,5,4,passenger
4,16,30,4,4,passenger
4,17,29,3,4,passenger
4,18,28,2,4,passenger
4,19,27,1,4,passenger
4,20,26,0,4,passenger
4,21,49,0,4,passenger
4,22,49,0,4,passenger
4,23,49,0,4,passenger
4,24,49,0,4,passenger
4,25,49,0,4,passenger
4,26,49,0,4,passenger
4,27,49,0,4,passenger
4,28,49,0,4,passenger
4,29,49,0,4,passenger
4,30,49,0,4,passenger
4,31,49,0,4,passenger
4,32,49,0,4,passenger
4,33,49,0,4,passenger
4,34,49,0,4,passenger
4,35,49,0,4,passenger
4,36,49,0,4,passenger
4,37,49,0,4,passenger
4,38,49,0,4,passenger
4,39,49,0,4,passenger
4,40,49,0,4,passenger
4,41,49,0,4,passenger
4,42,49,0,4,passenger
4,43,49,0,4,passenger
4,44,49,0,4,passenger
4,45,49,0,4,passenger
4,46,49,0,4,passenger
4,47,49,0,4,passenger
4,48,49,0,4,passenger
4,49,49,0,4,passenger
4,50,49,0,4,passenger
4,51,49,0,4,passenger
4,52,49,0,4,passenger
4,53,49,0,4,passenger
4,54,49,0,4,passenger
4,55,49,0,4,passenger
4,56,49,0,4,passenger
4,57,49,0,4,passenger
5,0,50,0,4,regional
5,1,50,0,4,regional
5,2,50,0,4,regional
5,3,50,0,4,regional
5,4,50,0,4,regional
5,5,50,0,4,regional
5,6,26,0,4,regional
5,7,27,1,4,regional
5,8,28,2,4,regional
5,9,29,3,4,regional
5,10,30,4,4,regional
5,11,31,5,4,regional
5,12,32,6,4,regional
5,13,33,7,4,regional
5,14,34,8,4,regional
5,15,35,9,4,regional
5,16,36,10,4,regional
5,17,37,11,4,regional
5,18,38,12,4,regional
5,19,39,13,4,regional
5,20,40,14,4,regional
5,21,41,15,4,regional
5,22,41,15,4,regional
5,23,41,15,4,regional
5,24,41,15,4,regional
5,25,41,15,4,regional
5,26,41,15,4,regional
5,27,42,16,4,regional
5,28,51,16,4,regional
5,29,51,16,4,regional
5,30,51,16,4,regional
5,31,51,16,4,regional
5,32,51,16,4,regional
5,33,51,16,4,regional
5,34,51,16,4,regional
5,35,51,16,4,regional
5,36,51,16,4,regional
5,37,51,16,4,regional
5,38,51,16,4,regional
5,39,51,16,4,regional
5,40,51,16,4,regional
5,41,51,16,4,regional
5,42,51,16,4,regional
5,43,51,16,4,regional
5,44,51,16,4,regional
5,45,51,16,4,regional
5,46,51,16,4,regional
5,47,51,16,4,regional
5,48,51,16,4,regional
5,49,51,16,4,regional
5,50,51,16,4,regional
5,51,51,16,4,regional
5,52,51,16,4,regional
5,53,51,16,4,regional
5,54,51,16,4,regional
5,55,51,16,4,regional
5,56,51,16,4,regional
5,57,51,16,4,regional
6,0,72,0,8,passenger
6,1,72,0,8,passenger
6,2,72,0,8,passenger
6,3,72,0,8,passenger
6,4,72,0,8,passenger
6,5,52,0,8,passenger
6,6,53,1,8,passenger
6,7,54,2,8,passenger
6,8,55,3,8,passenger
6,9,56,4,8,passenger
6,10,57,5,8,passenger
6,11,58,6,8,passenger
6,12,59,7,8,passenger
6,13,60,8,8,passenger
6,14,61,9,8,passenger
6,15,62,10,8,passenger
6,16,63,11,8,passenger
6,17,64,12,8,passenger
6,18,65,13,8,passenger
6,19,66,14,8,passenger
6,20,67,15,8,passenger
6,21,68,16,8,passenger
6,22,73,16,8,passenger
6,23,73,16,8,passenger
6,24,73,16,8,passenger
6,25,73,16,8,passenger
6,26,73,16,8,passenger
6,27,73,16,8,passenger
6,28,73,16,8,passenger
6,29,73,16,8,passenger
6,30,73,16,8,passenger
6,31,73,16,8,passenger
6,32,73,16,8,passenger
6,33,73,16,8,passenger
6,34,73,16,8,passenger
6,35,73,16,8,passenger
6,36,73,16,8,passenger
6,37,73,16,8,passenger
6,38,73,16,8,passenger
6,39,73,16,8,passenger
6,40,73,16,8,passenger
6,41,73,16,8,passenger
6,42,73,16,8,passenger
6,43,73,16,8,passenger
6,44,73,16,8,passenger
6,45,73,16,8,passenger
6,46,73,16,8,passenger
6,47,73,16,8,passenger
6,48,73,16,8,passenger
6,49,73,16,8,passenger
6,50,73,16,8,passenger
6,51,73,16,8,passenger
6,52,73,16,8,passenger
6,53,73,16,8,passenger
6,54,73,16,8,passenger
6,55,73,16,8,passenger
6,56,73,16,8,passenger
6,57,73,16,8,passenger
7,0,74,16,8,passenger
7,1,74,16,8,passenger
7,2,74,16,8,passenger
7,3,74,16,8,passenger
7,4,74,16,8,passenger
7,5,74,16,8,passenger
7,6,68,16,8,passenger
7,7,67,15,8,passenger
7,8,66,14,8,passenger
7,9,65,13,8,passenger
7,10,64,12,8,passenger
7,11,63,11,8,passenger
7,12,62,10,8,passenger
7,13,71,9,9,passenger
7,14,70,8,9,passenger
7,15,69,7,9,passenger
7,16,58,6,8,passenger
7,17,57,5,8,passenger
7,18,56,4,8,passenger
7,19,55,3,8,passenger
7,20,54,2,8,passenger
7,21,53,1,8,passenger
7,22,52,0,8,passenger
7,23,75,0,8,passenger
7,24,75,0,8,passenger
7,25,75,0,8,passenger
7,26,75,0,8,passenger
7,27,75,0,8,passenger
7,28,75,0,8,passenger
7,29,75,0,8,passenger
7,30,75,0,8,passenger
7,31,75,0,8,passenger
7,32,75,0,8,passenger
7,33,75,0,8,passenger
7,34,75,0,8,passenger
7,35,75,0,8,passenger
7,36,75,0,8,passenger
7,37,75,0,8,passenger
7,38,75,0,8,passenger
7,39,75,0,8,passenger
7,40,75,0,8,passenger
7,41,75,0,8,passenger
7,42,75,0,8,passenger
7,43,75,0,8,passenger
7,44,75,0,8,passenger
7,45,75,0,8,passenger
7,46,75,0,8,passenger
7,47,75,0,8,passenger
7,48,75,0,8,passenger
7,49,75,0,8,passenger
7,50,75,0,8,passenger
7,51,75,0,8,passenger
7,52,75,0,8,passenger
7,53,75,0,8,passenger
7,54,75,0,8,passenger
7,55,75,0,8,passenger
7,56,75,0,8,passenger
7,57,75,0,8,passenger
8,0,76,0,8,regional
8,1,76,0,8,regional
8,2,76,0,8,regional
8,3,76,0,8,regional
8,4,76,0,8,regional
8,5,76,0,8,regional
8,6,76,0,8,regional
8,7,76,0,8,regional
8,8,52,0,8,regional
8,9,53,1,8,regional
8,10,54,2,8,regional
8,11,55,3,8,regional
8,12,56,4,8,regional
8,13,57,5,8,regional
8,14,58,6,8,regional
8,15,59,7,8,regional
8,16,60,8,8,regional
8,17,61,9,8,regional
8,18,62,10,8,regional
8,19,63,11,8,regional
8,20,64,12,8,regional
8,21,65,13,8,regional
8,22,66,14,8,regional
8,23,67,15,8,regional
8,24,67,15,8,regional
8,25,67,15,8,regional
8,26,67,15,8,regional
8,27,67,15,8,regional
8,28,67,15,8,regional
8,29,68,16,8,regional
8,30,77,16,8,regional
8,31,77,16,8,regional
8,32,77,16,8,regional
8,33,77,16,8,regional
8,34,77,16,8,regional
8,35,77,16,8,regional
8,36,77,16,8,regional
8,37,77,16,8,regional
8,38,77,16,8,regional
8,39,77,16,8,regional
8,40,77,16,8,regional
8,41,77,16,8,regional
8,42,77,16,8,regional
8,43,77,16,8,regional
8,44,77,16,8,regional
8,45,77,16,8,regional
8,46,77,16,8,regional
8,47,77,16,8,regional
8,48,77,16,8,regional
8,49,77,16,8,regional
8,50,77,16,8,regional
8,51,77,16,8,regional
8,52,77,16,8,regional
8,53,77,16,8,regional
8,54,77,16,8,regional
8,55,77,16,8,regional
8,56,77,16,8,regional
8,57,77,16,8,regional
9,0,98,0,12,passenger
9,1,98,0,12,passenger
9,2,98,0,12,passenger
9,3,98,0,12,passenger
9,4,98,0,12,passenger
9,5,98,0,12,passenger
9,6,98,0,12,passenger
9,7,78,0,12,passenger
9,8,79,1,12,passenger
9,9,80,2,12,passenger
9,10,81,3,12,passenger
9,11,82,4,12,passenger
9,12,83,5,12,passenger
9,13,84,6,12,passenger
9,14,85,7,12,passenger
9,15,86,8,12,passenger
9,16,87,9,12,passenger
9,17,87,9,12,passenger
9,18,87,9,12,passenger
9,19,87,9,12,passenger
9,20,87,9,12,passenger
9,21,87,9,12,passenger
9,22,88,10,12,passenger
9,23,89,11,12,passenger
9,24,90,12,12,passenger
9,25,91,13,12,passenger
9,26,92,14,12,passenger
9,27,93,15,12,passenger
9,28,94,16,12,passenger
9,29,99,16,12,passenger
9,30,99,16,12,passenger
9,31,99,16,12,passenger
9,32,99,16,12,passenger
9,33,99,16,12,passenger
9,34,99,16,12,passenger
9,35,99,16,12,passenger
9,36,99,16,12,passenger
9,37,99,16,12,passenger
9,38,99,16,12,passenger
9,39,99,16,12,passenger
9,40,99,16,12,passenger
9,41,99,16,12,passenger
9,42,99,16,12,passenger
9,43,99,16,12,passenger
9,44,99,16,12,passenger
9,45,99,16,12,passenger
9,46,99,16,12,passenger
9,47,99,16,12,passenger
9,48,99,16,12,passenger
9,49,99,16,12,passenger
9,50,99,16,12,passenger
9,51,99,16,12,passenger
9,52,99,16,12,passenger
9,53,99,16,12,passenger
9,54,99,16,12,passenger
9,55,99,16,12,passenger
9,56,99,16,12,passenger
9,57,99,16,12,passenger
10,0,100,16,12,freight
10,1,100,16,12,freight
10,2,100,16,12,freight
10,3,100,16,12,freight
10,4,100,16,12,freight
10,5,100,16,12,freight
10,6,100,16,12,freight
10,7,100,16,12,freight
10,8,94,16,12,freight
10,9,94,16,12,freight
10,10,93,15,12,freight
10,11,93,15,12,freight
10,12,92,14,12,freight
10,13,92,14,12,freight
10,14,91,13,12,freight
10,15,91,13,12,freight
10,16,90,12,12,freight
10,17,90,12,12,freight
10,18,89,11,12,freight
10,19,89,11,12,freight
10,20,88,10,12,freight
10,21,88,10,12,freight
10,22,97,9,13,freight
10,23,97,9,13,freight
10,24,96,8,13,freight
10,25,96,8,13,freight
10,26,95,7,13,freight
10,27,95,7,13,freight
10,28,84,6,12,freight
10,29,84,6,12,freight
10,30,83,5,12,freight
10,31,83,5,12,freight
10,32,82,4,12,freight
10,33,82,4,12,freight
10,34,81,3,12,freight
10,35,81,3,12,freight
10,36,80,2,12,freight
10,37,80,2,12,freight
10,38,79,1,12,freight
10,39,79,1,12,freight
10,40,78,0,12,freight
10,41,78,0,12,freight
10,42,101,0,12,freight
10,43,101,0,12,freight
10,44,101,0,12,freight
10,45,101,0,12,freight
10,46,101,0,12,freight
10,47,101,0,12,freight
10,48,101,0,12,freight
10,49,101,0,12,freight
10,50,101,0,12,freight
10,51,101,0,12,freight
10,52,101,0,12,freight
10,53,101,0,12,freight
10,54,101,0,12,freight
10,55,101,0,12,freight
10,56,101,0,12,freight
10,57,101,0,12,freight
11,0,102,0,12,regional
11,1,102,0,12,regional
11,2,102,0,12,regional
11,3,102,0,12,regional
11,4,102,0,12,regional
11,5,102,0,12,regional
11,6,102,0,12,regional
11,7,102,0,12,regional
11,8,102,0,12,regional
11,9,102,0,12,regional
11,10,78,0,12,regional
11,11,79,1,12,regional
11,12,80,2,12,regional
11,13,81,3,12,regional
11,14,82,4,12,regional
11,15,83,5,12,regional
11,16,84,6,12,regional
11,17,85,7,12,regional
11,18,86,8,12,regional
11,19,86,8,12,regional
11,20,86,8,12,regional
11,21,86,8,12,regional
11,22,87,9,12,regional
11,23,88,10,12,regional
11,24,89,11,12,regional
11,25,90,12,12,regional
11,26,91,13,12,regional
11,27,92,14,12,regional
11,28,93,15,12,regional
11,29,94,16,12,regional
11,30,103,16,12,regional
11,31,103,16,12,regional
11,32,103,16,12,regional
11,33,103,16,12,regional
11,34,103,16,12,regional
11,35,103,16,12,regional
11,36,103,16,12,regional
11,37,103,16,12,regional
11,38,103,16,12,regional
11,39,103,16,12,regional
11,40,103,16,12,regional
11,41,103,16,12,regional
11,42,103,16,12,regional
11,43,103,16,12,regional
11,44,103,16,12,regional
11,45,103,16,12,regional
11,46,103,16,12,regional
11,47,103,16,12,regional
11,48,103,16,12,regional
11,49,103,16,12,regional
11,50,103,16,12,regional
11,51,103,16,12,regional
11,52,103,16,12,regional
11,53,103,16,12,regional
11,54,103,16,12,regional
11,55,103,16,12,regional
11,56,103,16,12,regional
11,57,103,16,12,regional
12,0,124,0,16,passenger
12,1,104,0,16,passenger
12,2,105,1,16,passenger
12,3,106,2,16,passenger
12,4,107,3,16,passenger
12,5,108,4,16,passenger
12,6,109,5,16,passenger
12,7,110,6,16,passenger
12,8,111,7,16,passenger
12,9,112,8,16,passenger
12,10,113,9,16,passenger
12,11,114,10,16,passenger
12,12,115,11,16,passenger
12,13,116,12,16,passenger
12,14,117,13,16,passenger
12,15,118,14,16,passenger
12,16,119,15,16,passenger
12,17,120,16,16,passenger
12,18,125,16,16,passenger
12,19,125,16,16,passenger
12,20,125,16,16,passenger
12,21,125,16,16,passenger
12,22,125,16,16,passenger
12,23,125,16,16,passenger
12,24,125,16,16,passenger
12,25,125,16,16,passenger
12,26,125,16,16,passenger
12,27,125,16,16,passenger
12,28,125,16,16,passenger
12,29,125,16,16,passenger
12,30,125,16,16,passenger
12,31,125,16,16,passenger
12,32,125,16,16,passenger
12,33,125,16,16,passenger
12,34,125,16,16,passenger
12,35,125,16,16,passenger
12,36,125,16,16,passenger
12,37,125,16,16,passenger
12,38,125,16,16,passenger
12,39,125,16,16,passenger
12,40,125,16,16,passenger
12,41,125,16,16,passenger
12,42,125,16,16,passenger
12,43,125,16,16,passenger
12,44,125,16,16,passenger
12,45,125,16,16,passenger
12,46,125,16,16,passenger
12,47,125,16,16,passenger
12,48,125,16,16,passenger
12,49,125,16,16,passenger
12,50,125,16,16,passenger
12,51,125,16,16,passenger
12,52,125,16,16,passenger
12,53,125,16,16,passenger
12,54,125,16,16,passenger
12,55,125,16,16,passenger
12,56,125,16,16,passenger
12,57,125,16,16,passenger
13,0,126,16,16,passenger
13,1,126,16,16,passenger
13,2,120,16,16,passenger
13,3,119,15,16,passenger
13,4,118,14,16,passenger
13,5,117,13,16,passenger
13,6,116,12,16,passenger
13,7,115,11,16,passenger
13,8,114,10,16,passenger
13,9,123,9,17,passenger
13,10,122,8,17,passenger
13,11,121,7,17,passenger
13,12,110,6,16,passenger
13,13,109,5,16,passenger
13,14,108,4,16,passenger
13,15,107,3,16,passenger
13,16,106,2,16,passenger
13,17,105,1,16,passenger
13,18,104,0,16,passenger
13,19,127,0,16,passenger
13,20,127,0,16,passenger
13,21,127,0,16,passenger
13,22,127,0,16,passenger
13,23,127,0,16,passenger
13,24,127,0,16,passenger
13,25,127,0,16,passenger
13,26,127,0,16,passenger
13,27,127,0,16,passenger
13,28,127,0,16,passenger
13,29,127,0,16,passenger
13,30,127,0,16,passenger
13,31,127,0,16,passenger
13,32,127,0,16,passenger
13,33,127,0,16,passenger
13,34,127,0,16,passenger
13,35,127,0,16,passenger
13,36,127,0,16,passenger
13,37,127,0,16,passenger
13,38,127,0,16,passenger
13,39,127,0,16,passenger
13,40,127,0,16,passenger
13,41,127,0,16,passenger
13,42,127,0,16,passenger
13,43,127,0,16,passenger
13,44,127,0,16,passenger
13,45,127,0,16,passenger
13,46,127,0,16,passenger
13,47,127,0,16,passenger
13,48,127,0,16,passenger
13,49,127,0,16,passenger
13,50,127,0,16,passenger
13,51,127,0,16,passenger
13,52,127,0,16,passenger
13,53,127,0,16,passenger
13,54,127,0,16,passenger
13,55,127,0,16,passenger
13,56,127,0,16,passenger
13,57,127,0,16,passenger
14,0,128,0,16,regional
14,1,128,0,16,regional
14,2,128,0,16,regional
14,3,128,0,16,regional
14,4,104,0,16,regional
14,5,105,1,16,regional
14,6,106,2,16,regional
14,7,107,3,16,regional
14,8,108,4,16,regional
14,9,109,5,16,regional
14,10,110,6,16,regional
14,11,111,7,16,regional
14,12,112,8,16,regional
14,13,113,9,16,regional
14,14,114,10,16,regional
14,15,115,11,16,regional
14,16,116,12,16,regional
14,17,117,13,16,regional
14,18,118,14,16,regional
14,19,119,15,16,regional
14,20,119,15,16,regional
14,21,119,15,16,regional
14,22,119,15,16,regional
14,23,119,15,16,regional
14,24,119,15,16,regional
14,25,120,16,16,regional
14,26,129,16,16,regional
14,27,129,16,16,regional
14,28,129,16,16,regional
14,29,129,16,16,regional
14,30,129,16,16,regional
14,31,129,16,16,regional
14,32,129,16,16,regional
14,33,129,16,16,regional
14,34,129,16,16,regional
14,35,129,16,16,regional
14,36,129,16,16,regional
14,37,129,16,16,regional
14,38,129,16,16,regional
14,39,129,16,16,regional
14,40,129,16,16,regional
14,41,129,16,16,regional
14,42,129,16,16,regional
14,43,129,16,16,regional
14,44,129,16,16,regional
14,45,129,16,16,regional
14,46,129,16,16,regional
14,47,129,16,16,regional
14,48,129,16,16,regional
14,49,129,16,16,regional
14,50,129,16,16,regional
14,51,129,16,16,regional
14,52,129,16,16,regional
14,53,129,16,16,regional
14,54,129,16,16,regional
14,55,129,16,16,regional
14,56,129,16,16,regional
14,57,129,16,16,regional
15,0,150,0,20,passenger
15,1,150,0,20,passenger
15,2,150,0,20,passenger
15,3,130,0,20,passenger
15,4,131,1,20,passenger
15,5,132,2,20,passenger
15,6,133,3,20,passenger
15,7,134,4,20,passenger
15,8,135,5,20,passenger
15,9,136,6,20,passenger
15,10,137,7,20,passenger
15,11,138,8,20,passenger
15,12,139,9,20,passenger
15,13,140,10,20,passenger
15,14,141,11,20,passenger
15,15,142,12,20,passenger
15,16,143,13,20,passenger
15,17,144,14,20,passenger
15,18,145,15,20,passenger
15,19,146,16,20,passenger
15,20,151,16,20,passenger
15,21,151,16,20,passenger
15,22,151,16,20,passenger
15,23,151,16,20,passenger
15,24,151,16,20,passenger
15,25,151,16,20,passenger
15,26,151,16,20,passenger
15,27,151,16,20,passenger
15,28,151,16,20,passenger
15,29,151,16,20,passenger
15,30,151,16,20,passenger
15,31,151,16,20,passenger
15,32,151,16,20,passenger
15,33,151,16,20,passenger
15,34,151,16,20,passenger
15,35,151,16,20,passenger
15,36,151,16,20,passenger
15,37,151,16,20,passenger
15,38,151,16,20,passenger
15,39,151,16,20,passenger
15,40,151,16,20,passenger
15,41,151,16,20,passenger
15,42,151,16,20,passenger
15,43,151,16,20,passenger
15,44,151,16,20,passenger
15,45,151,16,20,passenger
15,46,151,16,20,passenger
15,47,151,16,20,passenger
15,48,151,16,20,passenger
15,49,151,16,20,passenger
15,50,151,16,20,passenger
15,51,151,16,20,passenger
15,52,151,16,20,passenger
15,53,151,16,20,passenger
15,54,151,16,20,passenger
15,55,151,16,20,passenger
15,56,151,16,20,passenger
15,57,151,16,20,passenger
16,0,152,16,20,passenger
16,1,152,16,20,passenger
16,2,152,16,20,passenger
16,3,152,16,20,passenger
16,4,146,16,20,passenger
16,5,145,15,20,passenger
16,6,144,14,20,passenger
16,7,143,13,20,passenger
16,8,142,12,20,passenger
16,9,141,11,20,passenger
16,10,140,10,20,passenger
16,11,149,9,21,passenger
16,12,148,8,21,passenger
16,13,147,7,21,passenger
16,14,136,6,20,passenger
16,15,135,5,20,passenger
16,16,134,4,20,passenger
16,17,133,3,20,passenger
16,18,132,2,20,passenger
16,19,131,1,20,passenger
16,20,130,0,20,passenger
16,21,153,0,20,passenger
16,22,153,0,20,passenger
16,23,153,0,20,passenger
16,24,153,0,20,passenger
16,25,153,0,20,passenger
16,26,153,0,20,passenger
16,27,153,0,20,passenger
16,28,153,0,20,passenger
16,29,153,0,20,passenger
16,30,153,0,20,passenger
16,31,153,0,20,passenger
16,32,153,0,20,passenger
16,33,153,0,20,passenger
16,34,153,0,20,passenger
16,35,153,0,20,passenger
16,36,153,0,20,passenger
16,37,153,0,20,passenger
16,38,153,0,20,passenger
16,39,153,0,20,passenger
16,40,153,0,20,passenger
16,41,153,0,20,passenger
16,42,153,0,20,passenger
16,43,153,0,20,passenger
16,44,153,0,20,passenger
16,45,153,0,20,passenger
16,46,153,0,20,passenger
16,47,153,0,20,passenger
16,48,153,0,20,passenger
16,49,153,0,20,passenger
16,50,153,0,20,passenger
16,51,153,0,20,passenger
16,52,153,0,20,passenger
16,53,153,0,20,passenger
16,54,153,0,20,passenger
16,55,153,0,20,passenger
16,56,153,0,20,passenger
16,57,153,0,20,passenger
17,0,154,0,20,regional
17,1,154,0,20,regional
17,2,154,0,20,regional
17,3,154,0,20,regional
17,4,154,0,20,regional
17,5,154,0,20,regional
17,6,130,0,20,regional
17,7,131,1,20,regional
17,8,132,2,20,regional
17,9,133,3,20,regional
17,10,134,4,20,regional
17,11,135,5,20,regional
17,12,136,6,20,regional
17,13,137,7,20,regional
17,14,138,8,20,regional
17,15,139,9,20,regional
17,16,140,10,20,regional
17,17,141,11,20,regional
17,18,142,12,20,regional
17,19,143,13,20,regional
17,20,144,14,20,regional
17,21,145,15,20,regional
17,22,145,15,20,regional
17,23,145,15,20,regional
17,24,145,15,20,regional
17,25,145,15,20,regional
17,26,145,15,20,regional
17,27,146,16,20,regional
17,28,155,16,20,regional
17,29,155,16,20,regional
17,30,155,16,20,regional
17,31,155,16,20,regional
17,32,155,16,20,regional
17,33,155,16,20,regional
17,34,155,16,20,regional
17,35,155,16,20,regional
17,36,155,16,20,regional
17,37,155,16,20,regional
17,38,155,16,20,regional
17,39,155,16,20,regional
17,40,155,16,20,regional
17,41,155,16,20,regional
17,42,155,16,20,regional
