arc_id,from_node,to_node,cost,resource_id
205,125,124,1.0,-1
206,125,126,1.0,-1
207,126,125,1.0,-1
208,126,127,1.0,-1
209,127,126,1.0,-1
210,127,129,1.0,-1
211,129,127,1.0,-1
212,129,130,1.0,-1
213,130,129,1.0,-1
214,130,131,1.0,-1
215,131,130,1.0,-1
216,126,128,1.0,-1
217,128,126,1.0,-1
218,128,129,1.0,-1
219,129,128,1.0,-1
220,132,136,0.4,-1
221,143,133,0.4,-1
222,134,143,0.4,-1
223,136,135,0.4,-1
224,136,137,1.0,-1
225,137,136,1.0,-1
226,137,138,1.0,-1
227,138,137,1.0,-1
228,138,139,1.0,-1
229,139,138,1.0,-1
230,139,141,1.0,-1
231,141,139,1.0,-1
232,141,142,1.0,-1
233,142,141,1.0,-1
234,142,143,1.0,-1
235,143,142,1.0,-1
236,138,140,1.0,-1
237,140,138,1.0,-1
238,140,141,1.0,-1
239,141,140,1.0,-1
240,144,148,0.4,-1
241,155,145,0.4,-1
242,146,155,0.4,-1
243,148,147,0.4,-1
244,148,149,1.0,-1
245,149,148,1.0,-1
246,149,150,1.0,-1
247,150,149,1.0,-1
248,150,151,1.0,-1
249,151,150,1.0,-1
250,151,153,1.0,-1
251,153,151,1.0,-1
252,153,154,1.0,-1
253,154,153,1.0,-1
254,154,155,1.0,-1
255,155,154,1.0,-1
256,150,152,1.0,-1
257,152,150,1.0,-1
258,152,153,1.0,-1
259,153,152,1.0,-1
260,156,160,0.4,-1
261,167,157,0.4,-1
262,158,167,0.4,-1
263,160,159,0.4,-1
264,160,161,1.0,-1
265,161,160,1.0,-1
266,161,162,1.0,-1
267,162,161,1.0,-1
268,162,163,1.0,-1
269,163,162,1.0,-1
270,163,165,1.0,-1
271,165,163,1.0,-1
272,165,166,1.0,-1
273,166,165,1.0,-1
274,166,167,1.0,-1
275,167,166,1.0,-1
276,162,164,1.0,-1
277,164,162,1.0,-1
278,164,165,1.0,-1
279,165,164,1.0,-1
280,168,172,0.4,-1
281,179,169,0.4,-1
282,170,179,0.4,-1
283,172,171,0.4,-1
284,172,173,1.0,-1
285,173,172,1.0,-1
286,173,174,1.0,-1
287,174,173,1.0,-1
288,174,175,1.0,-1
289,175,174,1.0,-1
290,175,177,1.0,-1
291,177,175,1.0,-1
292,177,178,1.0,-1
293,178,177,1.0,-1
294,178,179,1.0,-1
295,179,178,1.0,-1
296,174,176,1.0,-1
297,176,174,1.0,-1
298,176,177,1.0,-1
299,177,176,1.0,-1
300,180,184,0.4,-1
301,191,181,0.4,-1
302,182,191,0.4,-1
303,184,183,0.4,-1
304,184,185,1.0,-1
305,185,184,1.0,-1
306,185,186,1.0,-1
307,186,185,1.0,-1
308,186,187,1.0,-1
309,187,186,1.0,-1
310,187,189,1.0,-1
311,189,187,1.0,-1
312,189,190,1.0,-1
313,190,189,1.0,-1
314,190,191,1.0,-1
315,191,190,1.0,-1
316,186,188,1.0,-1
317,188,186,1.0,-1
318,188,189,1.0,-1
319,189,188,1.0,-1
