agent_id,time,node_id,x,y,resource_id,train_class
9,2,58,5,16,1086,regional
9,3,57,4,16,1085,regional
9,4,56,3,17,1084,regional
9,5,54,2,16,1082,regional
9,6,53,1,16,1081,regional
9,7,52,0,16,1080,regional
9,8,51,-2,17,-1,regional
9,9,51,-2,17,-1,regional
9,10,51,-2,17,-1,regional
9,11,51,-2,17,-1,regional
9,12,51,-2,17,-1,regional
9,13,51,-2,17,-1,regional
9,14,51,-2,17,-1,regional
9,15,51,-2,17,-1,regional
9,16,51,-2,17,-1,regional
9,17,51,-2,17,-1,regional
9,18,51,-2,17,-1,regional
9,19,51,-2,17,-1,regional
10,0,60,-2,20,-1,express
10,1,60,-2,20,-1,express
10,2,64,0,20,1100,express
10,3,65,1,20,1101,express
10,4,66,2,20,1102,express
10,5,67,3,20,1103,express
10,6,69,4,20,1105,express
10,7,70,5,20,1106,express
10,8,71,6,20,1107,express
10,9,61,8,20,-1,express
10,10,61,8,20,-1,express
10,11,61,8,20,-1,express
10,12,61,8,20,-1,express
10,13,61,8,20,-1,express
10,14,61,8,20,-1,express
10,15,61,8,20,-1,express
10,16,61,8,20,-1,express
10,17,61,8,20,-1,express
10,18,61,8,20,-1,express
10,19,61,8,20,-1,express
11,0,62,8,21,-1,regional
11,1,62,8,21,-1,regional
11,2,71,6,20,1107,regional
11,3,70,5,20,1106,regional
11,4,69,4,20,1105,regional
11,5,68,3,21,1104,regional
11,6,66,2,20,1102,regional
11,7,65,1,20,1101,regional
11,8,64,0,20,1100,regional
11,9,63,-2,21,-1,regional
11,10,63,-2,21,-1,regional
11,11,63,-2,21,-1,regional
11,12,63,-2,21,-1,regional
11,13,63,-2,21,-1,regional
11,14,63,-2,21,-1,regional
11,15,63,-2,21,-1,regional
11,16,63,-2,21,-1,regional
11,17,63,-2,21,-1,regional
11,18,63,-2,21,-1,regional
11,19,63,-2,21,-1,regional
12,0,72,-2,24,-1,express
12,1,76,0,24,1120,express
12,2,77,1,24,1121,express
12,3,78,2,24,1122,express
12,4,79,3,24,1123,express
12,5,81,4,24,1125,express
12,6,82,5,24,1126,express
12,7,83,6,24,1127,express
12,8,73,8,24,-1,express
12,9,73,8,24,-1,express
12,10,73,8,24,-1,express
12,11,73,8,24,-1,express
12,12,73,8,24,-1,express
12,13,73,8,24,-1,express
12,14,73,8,24,-1,express
12,15,73,8,24,-1,express
12,16,73,8,24,-1,express
12,17,73,8,24,-1,express
12,18,73,8,24,-1,express
12,19,73,8,24,-1,express
13,0,74,8,25,-1,regional
13,1,83,6,24,1127,regional
13,2,82,5,24,1126,regional
13,3,81,4,24,1125,regional
13,4,80,3,25,1124,regional
13,5,78,2,24,1122,regional
13,6,77,1,24,1121,regional
13,7,76,0,24,1120,regional
13,8,75,-2,25,-1,regional
13,9,75,-2,25,-1,regional
13,10,75,-2,25,-1,regional
13,11,75,-2,25,-1,regional
13,12,75,-2,25,-1,regional
13,13,75,-2,25,-1,regional
13,14,75,-2,25,-1,regional
13,15,75,-2,25,-1,regional
13,16,75,-2,25,-1,regional
13,17,75,-2,25,-1,regional
13,18,75,-2,25,-1,regional
13,19,75,-2,25,-1,regional
14,0,84,-2,28,-1,express
14,1,84,-2,28,-1,express
14,2,88,0,28,1140,express
14,3,89,1,28,1141,express
14,4,90,2,28,1142,express
14,5,91,3,28,1143,express
14,6,93,4,28,1145,express
14,7,94,5,28,1146,express
14,8,95,6,28,1147,express
14,9,85,8,28,-1,express
14,10,85,8,28,-1,express
14,11,85,8,28,-1,express
14,12,85,8,28,-1,express
14,13,85,8,28,-1,express
14,14,85,8,28,-1,express
14,15,85,8,28,-1,express
14,16,85,8,28,-1,express
14,17,85,8,28,-1,express
14,18,85,8,28,-1,express
14,19,85,8,28,-1,express
15,0,86,8,29,-1,regional
15,1,86,8,29,-1,regional
15,2,95,6,28,1147,regional
15,3,94,5,28,1146,regional
15,4,93,4,28,1145,regional
15,5,92,3,29,1144,regional
15,6,90,2,28,1142,regional
15,7,89,1,28,1141,regional
15,8,88,0,28,1140,regional
15,9,87,-2,29,-1,regional
15,10,87,-2,29,-1,regional
15,11,87,-2,29,-1,regional
15,12,87,-2,29,-1,regional
15,13,87,-2,29,-1,regional
15,14,87,-2,29,-1,regional
15,15,87,-2,29,-1,regional
15,16,87,-2,29,-1,regional
15,17,87,-2,29,-1,regional
15,18,87,-2,29,-1,regional
15,19,87,-2,29,-1,regional
