train_id,origin,dest,dir,TOB,length,hazmat,speed_mult,entry,cost_stop,cost_early,cost_run,intended_arrival
WB17M,26,1,2,0,0,0,1.0,417,0,0,0,735
WB18M,26,1,2,0,0,0,1.0,445,0,0,0,763
WB19M,26,1,2,0,0,0,1.0,473,0,0,0,791
WB20Z,26,1,2,0,0,0,1.25,495,0,0,0,751
WB21G,26,1,2,0,0,0,0.85,501,0,0,0,872
WB22Z,26,1,2,0,0,0,1.25,508,0,0,0,764
WB23Z,26,1,2,0,0,0,1.25,521,0,0,0,777
WB24Z,26,1,2,0,0,0,1.25,534,0,0,0,790
WB25Z,26,1,2,0,0,0,1.25,547,0,0,0,803
WB26Z,26,1,2,0,0,0,1.25,560,0,0,0,816
WB27Z,26,1,2,0,0,0,1.25,573,0,0,0,829
WB28M,26,1,2,0,0,0,1.0,655,0,0,0,973
WB29M,26,1,2,0,0,0,1.0,683,0,0,0,1001
WB30M,26,1,2,0,0,0,1.0,711,0,0,0,1029
WB31G,26,1,2,0,0,0,0.85,739,0,0,0,1110
WB32M,26,1,2,0,0,0,1.0,767,0,0,0,1085
WB33M,26,1,2,0,0,0,1.0,795,0,0,0,1113
WB34M,26,1,2,0,0,0,1.0,823,0,0,0,1141
WB35G,26,1,2,0,0,0,0.85,851,0,0,0,1222
WB36M,26,1,2,0,0,0,1.0,879,0,0,0,1197
WB37M,26,1,2,0,0,0,1.0,907,0,0,0,1225
WB38G,26,1,2,0,0,0,0.85,935,0,0,0,1306
WB39Z,26,1,2,0,0,0,1.25,975,0,0,0,1231
WB40Z,26,1,2,0,0,0,1.25,988,0,0,0,1244
WB41Z,26,1,2,0,0,0,1.25,1001,0,0,0,1257
WB42Z,26,1,2,0,0,0,1.25,1014,0,0,0,1270
WB43Z,26,1,2,0,0,0,1.25,1027,0,0,0,1283
WB44Z,26,1,2,0,0,0,1.25,1040,0,0,0,1296
