arc_id,from_node,to_node,base_cost,resource_id
235,165,164,1.0,117
236,165,166,1.0,118
237,166,165,1.0,118
238,166,167,1.0,119
239,167,166,1.0,119
240,167,168,1.0,120
241,168,167,1.0,120
242,168,34,1.0,121
243,34,168,1.0,121
244,35,169,1.0,122
245,169,35,1.0,122
246,169,170,1.0,123
247,170,169,1.0,123
248,170,38,1.0,124
249,38,170,1.0,124
250,36,171,1.0,125
251,171,36,1.0,125
252,171,172,1.0,126
253,172,171,1.0,126
254,172,37,1.0,127
255,37,172,1.0,127
256,37,173,1.0,128
257,173,37,1.0,128
258,173,174,1.0,129
259,174,173,1.0,129
260,174,175,1.0,130
261,175,174,1.0,130
262,175,39,1.0,131
263,39,175,1.0,131
264,38,176,1.0,132
265,176,38,1.0,132
266,176,177,1.0,133
267,177,176,1.0,133
268,177,178,1.0,134
269,178,177,1.0,134
270,178,40,1.0,135
271,40,178,1.0,135
272,39,41,1.0,136
273,41,39,1.0,136
274,39,179,1.0,137
275,179,39,1.0,137
276,179,42,1.0,138
277,42,179,1.0,138
278,40,42,1.0,139
279,42,40,1.0,139
280,40,180,1.0,140
281,180,40,1.0,140
282,180,41,1.0,141
283,41,180,1.0,141
284,41,181,1.0,142
285,181,41,1.0,142
286,181,182,1.0,143
287,182,181,1.0,143
288,182,183,1.0,144
289,183,182,1.0,144
290,183,184,1.0,145
291,184,183,1.0,145
292,184,43,1.0,146
293,43,184,1.0,146
294,42,185,1.0,147
295,185,42,1.0,147
296,185,186,1.0,148
297,186,185,1.0,148
298,186,187,1.0,149
299,187,186,1.0,149
300,187,188,1.0,150
301,188,187,1.0,150
302,188,44,1.0,151
303,44,188,1.0,151
304,43,189,1.0,152
305,189,43,1.0,152
306,189,190,1.0,153
307,190,189,1.0,153
308,190,191,1.0,154
309,191,190,1.0,154
310,191,192,1.0,155
311,192,191,1.0,155
312,192,49,1.0,156
313,49,192,1.0,156
314,44,45,1.0,157
315,45,44,1.0,157
316,44,193,1.0,158
317,193,44,1.0,158
318,193,46,1.0,159
319,46,193,1.0,159
320,45,194,1.0,160
321,194,45,1.0,160
322,194,195,1.0,161
323,195,194,1.0,161
324,195,47,1.0,162
325,47,195,1.0,162
326,46,196,1.0,163
327,196,46,1.0,163
328,196,197,1.0,164
329,197,196,1.0,164
330,197,198,1.0,165
331,198,197,1.0,165
332,198,199,1.0,166
333,199,198,1.0,166
334,199,200,1.0,167
335,200,199,1.0,167
336,200,201,1.0,168
337,201,200,1.0,168
338,201,202,1.0,169
339,202,201,1.0,169
340,202,203,1.0,170
341,203,202,1.0,170
342,203,48,1.0,171
343,48,203,1.0,171
344,47,50,1.0,172
345,50,47,1.0,172
346,48,204,1.0,173
347,204,48,1.0,173
348,204,50,1.0,174
349,50,204,1.0,174
350,49,52,1.0,175
351,52,49,1.0,175
352,49,205,1.0,176
353,205,49,1.0,176
354,205,53,1.0,177
355,53,205,1.0,177
356,50,206,1.0,178
357,206,50,1.0,178
358,206,207,1.0,179
359,207,206,1.0,179
360,207,51,1.0,180
361,51,207,1.0,180
362,51,53,1.0,181
363,53,51,1.0,181
364,51,208,1.0,182
365,208,51,1.0,182
366,208,52,1.0,183
367,52,208,1.0,183
368,52,209,1.0,184
369,209,52,1.0,184
370,209,210,1.0,185
371,210,209,1.0,185
372,210,211,1.0,186
373,211,210,1.0,186
374,211,54,1.0,187
375,54,211,1.0,187
376,53,212,1.0,188
377,212,53,1.0,188
378,212,213,1.0,189
379,213,212,1.0,189
380,213,214,1.0,190
381,214,213,1.0,190
382,214,55,1.0,191
383,55,214,1.0,191
384,54,215,1.0,192
385,215,54,1.0,192
386,215,216,1.0,193
387,216,215,1.0,193
388,216,217,1.0,194
389,217,216,1.0,194
390,217,56,1.0,195
391,56,217,1.0,195
392,55,218,1.0,196
393,218,55,1.0,196
394,218,219,1.0,197
395,219,218,1.0,197
396,219,220,1.0,198
397,220,219,1.0,198
398,220,57,1.0,199
399,57,220,1.0,199
400,56,58,1.0,200
401,58,56,1.0,200
402,57,59,1.0,201
403,59,57,1.0,201
404,58,221,1.0,202
405,221,58,1.0,202
406,221,222,1.0,203
407,222,221,1.0,203
408,222,223,1.0,204
409,223,222,1.0,204
410,223,60,1.0,205
411,60,223,1.0,205
412,59,224,1.0,206
413,224,59,1.0,206
414,224,225,1.0,207
415,225,224,1.0,207
416,225,226,1.0,208
417,226,225,1.0,208
418,226,61,1.0,209
419,61,226,1.0,209
420,60,227,1.0,210
421,227,60,1.0,210
422,227,228,1.0,211
423,228,227,1.0,211
424,228,229,1.0,212
425,229,228,1.0,212
426,229,62,1.0,213
427,62,229,1.0,213
428,61,230,1.0,214
429,230,61,1.0,214
430,230,231,1.0,215
431,231,230,1.0,215
432,231,232,1.0,216
433,232,231,1.0,216
434,232,63,1.0,217
435,63,232,1.0,217
436,62,64,1.0,218
437,64,62,1.0,218
438,63,233,1.0,219
439,233,63,1.0,219
440,233,64,1.0,220
441,64,233,1.0,220
442,64,234,1.0,221
443,234,64,1.0,221
444,234,235,1.0,222
445,235,234,1.0,222
446,235,236,1.0,223
447,236,235,1.0,223
448,236,237,1.0,224
449,237,236,1.0,224
450,237,238,1.0,225
451,238,237,1.0,225
452,238,65,1.0,226
453,65,238,1.0,226
454,65,239,1.0,227
455,239,65,1.0,227
456,239,240,1.0,228
457,240,239,1.0,228
458,240,241,1.0,229
459,241,240,1.0,229
460,241,242,1.0,230
461,242,241,1.0,230
462,242,243,1.0,231
463,243,242,1.0,231
464,243,66,1.0,232
465,66,243,1.0,232
466,66,67,1.0,233
467,67,66,1.0,233
468,67,244,1.0,234
469,244,67,1.0,234
470,244,245,1.0,235
471,245,244,1.0,235
472,245,68,1.0,236
473,68,245,1.0,236
474,68,69,1.0,237
475,69,68,1.0,237
476,69,246,1.0,238
477,246,69,1.0,238
478,246,247,1.0,239
479,247,246,1.0,239
480,247,248,1.0,240
481,248,247,1.0,240
482,248,249,1.0,241
483,249,248,1.0,241
484,249,70,1.0,242
485,70,249,1.0,242
486,70,250,1.0,243
487,250,70,1.0,243
488,250,251,1.0,244
489,251,250,1.0,244
490,251,252,1.0,245
491,252,251,1.0,245
492,252,253,1.0,246
493,253,252,1.0,246
494,253,71,1.0,247
495,71,253,1.0,247
496,71,72,1.0,248
497,72,71,1.0,248
498,71,254,1.0,249
499,254,71,1.0,249
500,254,73,1.0,250
501,73,254,1.0,250
502,72,255,1.0,251
503,255,72,1.0,251
504,255,256,1.0,252
505,256,255,1.0,252
506,256,74,1.0,253
507,74,256,1.0,253
508,73,257,1.0,254
509,257,73,1.0,254
510,257,258,1.0,255
511,258,257,1.0,255
512,258,259,1.0,256
513,259,258,1.0,256
514,259,260,1.0,257
515,260,259,1.0,257
516,260,261,1.0,258
517,261,260,1.0,258
518,261,262,1.0,259
519,262,261,1.0,259
520,262,263,1.0,260
521,263,262,1.0,260
522,263,264,1.0,261
523,264,263,1.0,261
524,264,75,1.0,262
525,75,264,1.0,262
526,74,33,1.0,263
527,33,74,1.0,263
528,75,265,1.0,264
529,265,75,1.0,264
530,265,33,1.0,265
531,33,265,1.0,265
532,6,266,1.0,266
533,266,6,1.0,266
534,266,267,1.0,267
535,267,266,1.0,267
536,267,268,1.0,268
537,268,267,1.0,268
538,268,269,1.0,269
539,269,268,1.0,269
540,269,270,1.0,270
541,270,269,1.0,270
542,270,76,1.0,271
543,76,270,1.0,271
544,76,271,1.0,272
545,271,76,1.0,272
546,271,272,1.0,273
547,272,271,1.0,273
548,272,77,1.0,274
549,77,272,1.0,274
550,77,273,1.0,275
551,273,77,1.0,275
552,273,78,1.0,276
553,78,273,1.0,276
554,78,274,1.0,277
555,274,78,1.0,277
556,274,275,1.0,278
557,275,274,1.0,278
558,275,276,1.0,279
559,276,275,1.0,279
560,276,277,1.0,280
561,277,276,1.0,280
562,277,278,1.0,281
563,278,277,1.0,281
564,278,18,1.0,282
565,18,278,1.0,282
566,78,279,1.0,283
567,279,78,1.0,283
568,279,280,1.0,284
569,280,279,1.0,284
570,280,79,1.0,285
571,79,280,1.0,285
572,79,281,1.0,286
573,281,79,1.0,286
574,281,282,1.0,287
575,282,281,1.0,287
576,282,283,1.0,288
577,283,282,1.0,288
578,283,80,1.0,289
579,80,283,1.0,289
580,80,284,1.0,290
581,284,80,1.0,290
582,284,81,1.0,291
583,81,284,1.0,291
584,80,285,1.0,292
585,285,80,1.0,292
586,285,286,1.0,293
587,286,285,1.0,293
588,286,287,1.0,294
589,287,286,1.0,294
590,287,83,1.0,295
591,83,287,1.0,295
592,81,288,1.0,296
593,288,81,1.0,296
594,288,289,1.0,297
595,289,288,1.0,297
596,289,290,1.0,298
597,290,289,1.0,298
598,290,291,1.0,299
599,291,290,1.0,299
600,291,292,1.0,300
601,292,291,1.0,300
602,292,82,1.0,301
603,82,292,1.0,301
604,83,293,1.0,302
605,293,83,1.0,302
606,293,84,1.0,303
607,84,293,1.0,303
608,82,294,1.0,304
609,294,82,1.0,304
610,294,84,1.0,305
611,84,294,1.0,305
612,84,295,1.0,306
613,295,84,1.0,306
614,295,296,1.0,307
615,296,295,1.0,307
616,296,297,1.0,308
617,297,296,1.0,308
618,297,298,1.0,309
619,298,297,1.0,309
620,298,299,1.0,310
621,299,298,1.0,310
622,299,33,1.0,311
623,33,299,1.0,311
624,300,0,0.5,-1
625,34,301,0.5,-1
626,302,0,0.5,-1
627,34,303,0.5,-1
628,304,0,0.5,-1
629,34,305,0.5,-1
630,306,0,0.5,-1
631,34,307,0.5,-1
632,308,0,0.5,-1
633,34,309,0.5,-1
634,310,0,0.5,-1
635,34,311,0.5,-1
636,312,0,0.5,-1
637,34,313,0.5,-1
638,314,0,0.5,-1
639,34,315,0.5,-1
640,316,0,0.5,-1
641,34,317,0.5,-1
642,318,18,0.5,-1
643,34,319,0.5,-1
644,320,35,0.5,-1
645,34,321,0.5,-1
646,322,34,0.5,-1
647,0,323,0.5,-1
648,324,34,0.5,-1
649,0,325,0.5,-1
650,326,34,0.5,-1
651,0,327,0.5,-1
652,328,34,0.5,-1
653,0,329,0.5,-1
654,330,34,0.5,-1
655,0,331,0.5,-1
656,332,34,0.5,-1
657,0,333,0.5,-1
658,334,54,0.5,-1
659,0,335,0.5,-1
660,336,28,0.5,-1
661,0,337,0.5,-1
662,338,14,0.5,-1
663,0,339,0.5,-1
664,340,0,0.5,-1
665,34,341,0.5,-1
666,342,0,0.5,-1
667,34,343,0.5,-1
668,344,0,0.5,-1
669,34,345,0.5,-1
670,346,0,0.5,-1
671,34,347,0.5,-1
672,348,0,0.5,-1
673,34,349,0.5,-1
674,350,0,0.5,-1
675,34,351,0.5,-1
676,352,0,0.5,-1
677,34,353,0.5,-1
678,354,0,0.5,-1
679,34,355,0.5,-1
680,356,0,0.5,-1
681,34,357,0.5,-1
682,358,0,0.5,-1
683,34,359,0.5,-1
684,360,34,0.5,-1
685,0,361,0.5,-1
686,362,34,0.5,-1
687,0,363,0.5,-1
688,364,34,0.5,-1
689,0,365,0.5,-1
690,366,34,0.5,-1
691,0,367,0.5,-1
692,368,34,0.5,-1
693,0,369,0.5,-1
694,370,34,0.5,-1
695,0,371,0.5,-1
696,372,34,0.5,-1
697,0,373,0.5,-1
698,374,34,0.5,-1
699,0,375,0.5,-1
700,376,34,0.5,-1
701,0,377,0.5,-1
702,378,34,0.5,-1
703,0,379,0.5,-1
