node_id,x,y,resource_id,kind
135,-2,45,-1,private_goal
136,0,44,1220,terminal
137,1,44,1221,track
138,2,44,1222,junction
139,3,44,1223,main
140,3,45,1224,siding
141,4,44,1225,junction
142,5,44,1226,track
143,6,44,1227,terminal
144,-2,48,-1,private_start
145,8,48,-1,private_goal
146,8,49,-1,private_start
147,-2,49,-1,private_goal
148,0,48,1240,terminal
149,1,48,1241,track
150,2,48,1242,junction
151,3,48,1243,main
152,3,49,1244,siding
153,4,48,1245,junction
154,5,48,1246,track
155,6,48,1247,terminal
156,-2,52,-1,private_start
157,8,52,-1,private_goal
158,8,53,-1,private_start
159,-2,53,-1,private_goal
160,0,52,1260,terminal
161,1,52,1261,track
162,2,52,1262,junction
163,3,52,1263,main
164,3,53,1264,siding
165,4,52,1265,junction
166,5,52,1266,track
167,6,52,1267,terminal
168,-2,56,-1,private_start
169,8,56,-1,private_goal
170,8,57,-1,private_start
171,-2,57,-1,private_goal
172,0,56,1280,terminal
173,1,56,1281,track
174,2,56,1282,junction
175,3,56,1283,main
176,3,57,1284,siding
177,4,56,1285,junction
178,5,56,1286,track
179,6,56,1287,terminal
180,-2,60,-1,private_start
181,8,60,-1,private_goal
182,8,61,-1,private_start
183,-2,61,-1,private_goal
184,0,60,1300,terminal
185,1,60,1301,track
186,2,60,1302,junction
187,3,60,1303,main
188,3,61,1304,siding
189,4,60,1305,junction
190,5,60,1306,track
191,6,60,1307,terminal
192,-2,64,-1,private_start
193,8,64,-1,private_goal
194,8,65,-1,private_start
195,-2,65,-1,private_goal
196,0,64,1320,terminal
197,1,64,1321,track
198,2,64,1322,junction
199,3,64,1323,main
200,3,65,1324,siding
201,4,64,1325,junction
202,5,64,1326,track
203,6,64,1327,terminal
204,-2,68,-1,private_start
205,8,68,-1,private_goal
206,8,69,-1,private_start
207,-2,69,-1,private_goal
208,0,68,1340,terminal
209,1,68,1341,track
210,2,68,1342,junction
211,3,68,1343,main
212,3,69,1344,siding
213,4,68,1345,junction
214,5,68,1346,track
215,6,68,1347,terminal
216,-2,72,-1,private_start
217,8,72,-1,private_goal
218,8,73,-1,private_start
219,-2,73,-1,private_goal
220,0,72,1360,terminal
221,1,72,1361,track
222,2,72,1362,junction
223,3,72,1363,main
224,3,73,1364,siding
225,4,72,1365,junction
226,5,72,1366,track
227,6,72,1367,terminal
228,-2,76,-1,private_start
229,8,76,-1,private_goal
230,8,77,-1,private_start
231,-2,77,-1,private_goal
232,0,76,1380,terminal
233,1,76,1381,track
234,2,76,1382,junction
235,3,76,1383,main
236,3,77,1384,siding
237,4,76,1385,junction
238,5,76,1386,track
239,6,76,1387,terminal
240,-2,80,-1,private_start
241,8,80,-1,private_goal
242,8,81,-1,private_start
243,-2,81,-1,private_goal
244,0,80,1400,terminal
245,1,80,1401,track
246,2,80,1402,junction
247,3,80,1403,main
248,3,81,1404,siding
249,4,80,1405,junction
250,5,80,1406,track
251,6,80,1407,terminal
252,-2,84,-1,private_start
253,8,84,-1,private_goal
254,8,85,-1,private_start
255,-2,85,-1,private_goal
256,0,84,1420,terminal
257,1,84,1421,track
258,2,84,1422,junction
259,3,84,1423,main
260,3,85,1424,siding
261,4,84,1425,junction
262,5,84,1426,track
263,6,84,1427,terminal
264,-2,88,-1,private_start
265,8,88,-1,private_goal
266,8,89,-1,private_start
267,-2,89,-1,private_goal
268,0,88,1440,terminal
269,1,88,1441,track
270,2,88,1442,junction
271,3,88,1443,main
272,3,89,1444,siding
273,4,88,1445,junction
274,5,88,1446,track
275,6,88,1447,terminal
276,-2,92,-1,private_start
277,8,92,-1,private_goal
278,8,93,-1,private_start
279,-2,93,-1,private_goal
280,0,92,1460,terminal
281,1,92,1461,track
282,2,92,1462,junction
283,3,92,1463,main
284,3,93,1464,siding
285,4,92,1465,junction
286,5,92,1466,track
287,6,92,1467,terminal
288,-2,96,-1,private_start
289,8,96,-1,private_goal
290,8,97,-1,private_start
291,-2,97,-1,private_goal
292,0,96,1480,terminal
293,1,96,1481,track
294,2,96,1482,junction
295,3,96,1483,main
296,3,97,1484,siding
297,4,96,1485,junction
298,5,96,1486,track
299,6,96,1487,terminal
300,-2,100,-1,private_start
301,8,100,-1,private_goal
302,8,101,-1,private_start
303,-2,101,-1,private_goal
304,0,100,1500,terminal
305,1,100,1501,track
306,2,100,1502,junction
307,3,100,1503,main
308,3,101,1504,siding
309,4,100,1505,junction
310,5,100,1506,track
311,6,100,1507,terminal
312,-2,104,-1,private_start
313,8,104,-1,private_goal
314,8,105,-1,private_start
315,-2,105,-1,private_goal
316,0,104,1520,terminal
317,1,104,1521,track
318,2,104,1522,junction
319,3,104,1523,main
320,3,105,1524,siding
321,4,104,1525,junction
322,5,104,1526,track
323,6,104,1527,terminal
324,-2,108,-1,private_start
325,8,108,-1,private_goal
326,8,109,-1,private_start
327,-2,109,-1,private_goal
328,0,108,1540,terminal
329,1,108,1541,track
330,2,108,1542,junction
331,3,108,1543,main
332,3,109,1544,siding
333,4,108,1545,junction
334,5,108,1546,track
335,6,108,1547,terminal
336,-2,112,-1,private_start
337,8,112,-1,private_goal
338,8,113,-1,private_start
339,-2,113,-1,private_goal
340,0,112,1560,terminal
341,1,112,1561,track
342,2,112,1562,junction
343,3,112,1563,main
344,3,113,1564,siding
345,4,112,1565,junction
346,5,112,1566,track
347,6,112,1567,terminal
348,-2,116,-1,private_start
349,8,116,-1,private_goal
350,8,117,-1,private_start
351,-2,117,-1,private_goal
352,0,116,1580,terminal
353,1,116,1581,track
354,2,116,1582,junction
355,3,116,1583,main
356,3,117,1584,siding
357,4,116,1585,junction
358,5,116,1586,track
359,6,116,1587,terminal
360,-2,120,-1,private_start
361,8,120,-1,private_goal
362,8,121,-1,private_start
363,-2,121,-1,private_goal
364,0,120,1600,terminal
365,1,120,1601,track
366,2,120,1602,junction
367,3,120,1603,main
368,3,121,1604,siding
369,4,120,1605,junction
370,5,120,1606,track
371,6,120,1607,terminal
372,-2,124,-1,private_start
373,8,124,-1,private_goal
374,8,125,-1,private_start
375,-2,125,-1,private_goal
376,0,124,1620,terminal
377,1,124,1621,track
378,2,124,1622,junction
379,3,124,1623,main
380,3,125,1624,siding
381,4,124,1625,junction
382,5,124,1626,track
383,6,124,1627,terminal
