arc_id,from_node,to_node,cost,resource_id
205,125,124,1.0,-1
206,125,126,1.0,-1
207,126,125,1.0,-1
208,126,127,1.0,-1
209,127,126,1.0,-1
210,127,129,1.0,-1
211,129,127,1.0,-1
212,129,130,1.0,-1
213,130,129,1.0,-1
214,130,131,1.0,-1
215,131,130,1.0,-1
216,126,128,1.0,-1
217,128,126,1.0,-1
218,128,129,1.0,-1
219,129,128,1.0,-1
220,132,136,0.4,-1
221,143,133,0.4,-1
222,134,143,0.4,-1
223,136,135,0.4,-1
224,136,137,1.0,-1
225,137,136,1.0,-1
226,137,138,1.0,-1
227,138,137,1.0,-1
228,138,139,1.0,-1
229,139,138,1.0,-1
230,139,141,1.0,-1
231,141,139,1.0,-1
232,141,142,1.0,-1
233,142,141,1.0,-1
234,142,143,1.0,-1
235,143,142,1.0,-1
236,138,140,1.0,-1
237,140,138,1.0,-1
238,140,141,1.0,-1
239,141,140,1.0,-1
240,144,148,0.4,-1
241,155,145,0.4,-1
242,146,155,0.4,-1
243,148,147,0.4,-1
244,148,149,1.0,-1
245,149,148,1.0,-1
246,149,150,1.0,-1
247,150,149,1.0,-1
248,150,151,1.0,-1
249,151,150,1.0,-1
250,151,153,1.0,-1
251,153,151,1.0,-1
252,153,154,1.0,-1
253,154,153,1.0,-1
254,154,155,1.0,-1
255,155,154,1.0,-1
256,150,152,1.0,-1
257,152,150,1.0,-1
258,152,153,1.0,-1
259,153,152,1.0,-1
260,156,160,0.4,-1
261,167,157,0.4,-1
262,158,167,0.4,-1
263,160,159,0.4,-1
264,160,161,1.0,-1
265,161,160,1.0,-1
266,161,162,1.0,-1
267,162,161,1.0,-1
268,162,163,1.0,-1
269,163,162,1.0,-1
270,163,165,1.0,-1
271,165,163,1.0,-1
272,165,166,1.0,-1
273,166,165,1.0,-1
274,166,167,1.0,-1
275,167,166,1.0,-1
276,162,164,1.0,-1
277,164,162,1.0,-1
278,164,165,1.0,-1
279,165,164,1.0,-1
280,168,172,0.4,-1
281,179,169,0.4,-1
282,170,179,0.4,-1
283,172,171,0.4,-1
284,172,173,1.0,-1
285,173,172,1.0,-1
286,173,174,1.0,-1
287,174,173,1.0,-1
288,174,175,1.0,-1
289,175,174,1.0,-1
290,175,177,1.0,-1
291,177,175,1.0,-1
292,177,178,1.0,-1
293,178,177,1.0,-1
294,178,179,1.0,-1
295,179,178,1.0,-1
296,174,176,1.0,-1
297,176,174,1.0,-1
298,176,177,1.0,-1
299,177,176,1.0,-1
300,180,184,0.4,-1
301,191,181,0.4,-1
302,182,191,0.4,-1
303,184,183,0.4,-1
304,184,185,1.0,-1
305,185,184,1.0,-1
306,185,186,1.0,-1
307,186,185,1.0,-1
308,186,187,1.0,-1
309,187,186,1.0,-1
310,187,189,1.0,-1
311,189,187,1.0,-1
312,189,190,1.0,-1
313,190,189,1.0,-1
314,190,191,1.0,-1
315,191,190,1.0,-1
316,186,188,1.0,-1
317,188,186,1.0,-1
318,188,189,1.0,-1
319,189,188,1.0,-1
320,192,196,0.4,-1
321,203,193,0.4,-1
322,194,203,0.4,-1
323,196,195,0.4,-1
324,196,197,1.0,-1
325,197,196,1.0,-1
326,197,198,1.0,-1
327,198,197,1.0,-1
328,198,199,1.0,-1
329,199,198,1.0,-1
330,199,201,1.0,-1
331,201,199,1.0,-1
332,201,202,1.0,-1
333,202,201,1.0,-1
334,202,203,1.0,-1
335,203,202,1.0,-1
336,198,200,1.0,-1
337,200,198,1.0,-1
338,200,201,1.0,-1
339,201,200,1.0,-1
340,204,208,0.4,-1
341,215,205,0.4,-1
342,206,215,0.4,-1
343,208,207,0.4,-1
344,208,209,1.0,-1
345,209,208,1.0,-1
346,209,210,1.0,-1
347,210,209,1.0,-1
348,210,211,1.0,-1
349,211,210,1.0,-1
350,211,213,1.0,-1
351,213,211,1.0,-1
352,213,214,1.0,-1
353,214,213,1.0,-1
354,214,215,1.0,-1
355,215,214,1.0,-1
356,210,212,1.0,-1
357,212,210,1.0,-1
358,212,213,1.0,-1
359,213,212,1.0,-1
360,216,220,0.4,-1
361,227,217,0.4,-1
362,218,227,0.4,-1
363,220,219,0.4,-1
364,220,221,1.0,-1
365,221,220,1.0,-1
366,221,222,1.0,-1
367,222,221,1.0,-1
368,222,223,1.0,-1
369,223,222,1.0,-1
370,223,225,1.0,-1
371,225,223,1.0,-1
372,225,226,1.0,-1
373,226,225,1.0,-1
374,226,227,1.0,-1
375,227,226,1.0,-1
376,222,224,1.0,-1
377,224,222,1.0,-1
378,224,225,1.0,-1
379,225,224,1.0,-1
380,228,232,0.4,-1
381,239,229,0.4,-1
382,230,239,0.4,-1
383,232,231,0.4,-1
384,232,233,1.0,-1
385,233,232,1.0,-1
386,233,234,1.0,-1
387,234,233,1.0,-1
388,234,235,1.0,-1
389,235,234,1.0,-1
390,235,237,1.0,-1
391,237,235,1.0,-1
392,237,238,1.0,-1
393,238,237,1.0,-1
394,238,239,1.0,-1
395,239,238,1.0,-1
396,234,236,1.0,-1
397,236,234,1.0,-1
398,236,237,1.0,-1
399,237,236,1.0,-1
400,240,244,0.4,-1
401,251,241,0.4,-1
402,242,251,0.4,-1
403,244,243,0.4,-1
404,244,245,1.0,-1
405,245,244,1.0,-1
406,245,246,1.0,-1
407,246,245,1.0,-1
408,246,247,1.0,-1
409,247,246,1.0,-1
410,247,249,1.0,-1
411,249,247,1.0,-1
412,249,250,1.0,-1
413,250,249,1.0,-1
414,250,251,1.0,-1
415,251,250,1.0,-1
416,246,248,1.0,-1
417,248,246,1.0,-1
418,248,249,1.0,-1
419,249,248,1.0,-1
420,252,256,0.4,-1
421,263,253,0.4,-1
422,254,263,0.4,-1
423,256,255,0.4,-1
424,256,257,1.0,-1
425,257,256,1.0,-1
426,257,258,1.0,-1
427,258,257,1.0,-1
428,258,259,1.0,-1
429,259,258,1.0,-1
430,259,261,1.0,-1
431,261,259,1.0,-1
432,261,262,1.0,-1
433,262,261,1.0,-1
434,262,263,1.0,-1
435,263,262,1.0,-1
436,258,260,1.0,-1
437,260,258,1.0,-1
438,260,261,1.0,-1
439,261,260,1.0,-1
440,264,268,0.4,-1
441,275,265,0.4,-1
442,266,275,0.4,-1
443,268,267,0.4,-1
444,268,269,1.0,-1
445,269,268,1.0,-1
446,269,270,1.0,-1
447,270,269,1.0,-1
448,270,271,1.0,-1
449,271,270,1.0,-1
450,271,273,1.0,-1
451,273,271,1.0,-1
452,273,274,1.0,-1
453,274,273,1.0,-1
454,274,275,1.0,-1
455,275,274,1.0,-1
456,270,272,1.0,-1
457,272,270,1.0,-1
458,272,273,1.0,-1
459,273,272,1.0,-1
460,276,280,0.4,-1
461,287,277,0.4,-1
462,278,287,0.4,-1
463,280,279,0.4,-1
464,280,281,1.0,-1
465,281,280,1.0,-1
466,281,282,1.0,-1
467,282,281,1.0,-1
468,282,283,1.0,-1
469,283,282,1.0,-1
470,283,285,1.0,-1
471,285,283,1.0,-1
472,285,286,1.0,-1
473,286,285,1.0,-1
474,286,287,1.0,-1
475,287,286,1.0,-1
476,282,284,1.0,-1
477,284,282,1.0,-1
478,284,285,1.0,-1
479,285,284,1.0,-1
480,288,292,0.4,-1
481,299,289,0.4,-1
482,290,299,0.4,-1
483,292,291,0.4,-1
484,292,293,1.0,-1
485,293,292,1.0,-1
486,293,294,1.0,-1
487,294,293,1.0,-1
488,294,295,1.0,-1
489,295,294,1.0,-1
490,295,297,1.0,-1
491,297,295,1.0,-1
492,297,298,1.0,-1
493,298,297,1.0,-1
494,298,299,1.0,-1
495,299,298,1.0,-1
496,294,296,1.0,-1
497,296,294,1.0,-1
498,296,297,1.0,-1
499,297,296,1.0,-1
500,300,304,0.4,-1
501,311,301,0.4,-1
502,302,311,0.4,-1
503,304,303,0.4,-1
504,304,305,1.0,-1
505,305,304,1.0,-1
506,305,306,1.0,-1
507,306,305,1.0,-1
508,306,307,1.0,-1
509,307,306,1.0,-1
510,307,309,1.0,-1
511,309,307,1.0,-1
512,309,310,1.0,-1
513,310,309,1.0,-1
514,310,311,1.0,-1
515,311,310,1.0,-1
516,306,308,1.0,-1
517,308,306,1.0,-1
518,308,309,1.0,-1
519,309,308,1.0,-1
520,312,316,0.4,-1
521,323,313,0.4,-1
522,314,323,0.4,-1
523,316,315,0.4,-1
524,316,317,1.0,-1
525,317,316,1.0,-1
526,317,318,1.0,-1
527,318,317,1.0,-1
528,318,319,1.0,-1
529,319,318,1.0,-1
530,319,321,1.0,-1
531,321,319,1.0,-1
532,321,322,1.0,-1
533,322,321,1.0,-1
534,322,323,1.0,-1
535,323,322,1.0,-1
536,318,320,1.0,-1
537,320,318,1.0,-1
538,320,321,1.0,-1
539,321,320,1.0,-1
540,324,328,0.4,-1
541,335,325,0.4,-1
542,326,335,0.4,-1
543,328,327,0.4,-1
544,328,329,1.0,-1
545,329,328,1.0,-1
546,329,330,1.0,-1
547,330,329,1.0,-1
548,330,331,1.0,-1
549,331,330,1.0,-1
550,331,333,1.0,-1
551,333,331,1.0,-1
552,333,334,1.0,-1
553,334,333,1.0,-1
554,334,335,1.0,-1
555,335,334,1.0,-1
556,330,332,1.0,-1
557,332,330,1.0,-1
558,332,333,1.0,-1
559,333,332,1.0,-1
560,336,340,0.4,-1
561,347,337,0.4,-1
562,338,347,0.4,-1
563,340,339,0.4,-1
564,340,341,1.0,-1
565,341,340,1.0,-1
566,341,342,1.0,-1
567,342,341,1.0,-1
568,342,343,1.0,-1
569,343,342,1.0,-1
570,343,345,1.0,-1
571,345,343,1.0,-1
572,345,346,1.0,-1
573,346,345,1.0,-1
574,346,347,1.0,-1
575,347,346,1.0,-1
576,342,344,1.0,-1
577,344,342,1.0,-1
578,344,345,1.0,-1
579,345,344,1.0,-1
580,348,352,0.4,-1
581,359,349,0.4,-1
582,350,359,0.4,-1
583,352,351,0.4,-1
584,352,353,1.0,-1
585,353,352,1.0,-1
586,353,354,1.0,-1
587,354,353,1.0,-1
588,354,355,1.0,-1
589,355,354,1.0,-1
590,355,357,1.0,-1
591,357,355,1.0,-1
592,357,358,1.0,-1
593,358,357,1.0,-1
594,358,359,1.0,-1
595,359,358,1.0,-1
596,354,356,1.0,-1
597,356,354,1.0,-1
598,356,357,1.0,-1
599,357,356,1.0,-1
600,360,364,0.4,-1
601,371,361,0.4,-1
602,362,371,0.4,-1
603,364,363,0.4,-1
604,364,365,1.0,-1
605,365,364,1.0,-1
606,365,366,1.0,-1
607,366,365,1.0,-1
608,366,367,1.0,-1
609,367,366,1.0,-1
610,367,369,1.0,-1
611,369,367,1.0,-1
612,369,370,1.0,-1
613,370,369,1.0,-1
614,370,371,1.0,-1
615,371,370,1.0,-1
616,366,368,1.0,-1
617,368,366,1.0,-1
618,368,369,1.0,-1
619,369,368,1.0,-1
620,372,376,0.4,-1
621,383,373,0.4,-1
622,374,383,0.4,-1
623,376,375,0.4,-1
624,376,377,1.0,-1
625,377,376,1.0,-1
626,377,378,1.0,-1
627,378,377,1.0,-1
628,378,379,1.0,-1
629,379,378,1.0,-1
630,379,381,1.0,-1
631,381,379,1.0,-1
632,381,382,1.0,-1
633,382,381,1.0,-1
634,382,383,1.0,-1
635,383,382,1.0,-1
636,378,380,1.0,-1
637,380,378,1.0,-1
638,380,381,1.0,-1
639,381,380,1.0,-1
