arc_id,from_node,to_node,base_cost,resource_id
219,125,124,1.0,5004
220,125,126,1.0,5005
221,126,125,1.0,5005
222,126,127,1.0,5006
223,127,126,1.0,5006
224,127,128,1.0,5007
225,128,127,1.0,5007
226,128,129,1.0,5008
227,129,128,1.0,5008
228,129,130,1.0,5009
229,130,129,1.0,5009
230,130,131,1.0,5010
231,131,130,1.0,5010
232,131,132,1.0,5011
233,132,131,1.0,5011
234,132,133,1.0,5012
235,133,132,1.0,5012
236,133,134,1.0,5013
237,134,133,1.0,5013
238,125,135,1.05,5100
239,135,125,1.05,5100
240,135,136,1.0,5101
241,136,135,1.0,5101
242,136,137,1.0,5102
243,137,136,1.0,5102
244,137,129,1.05,5103
245,129,137,1.05,5103
246,138,120,0.5,-1
247,134,139,0.5,-1
248,140,134,0.5,-1
249,120,141,0.5,-1
250,142,120,0.5,-1
251,134,143,0.5,-1
252,144,145,1.0,6000
253,145,144,1.0,6000
254,145,146,1.0,6001
255,146,145,1.0,6001
256,146,147,1.0,6002
257,147,146,1.0,6002
258,147,148,1.0,6003
259,148,147,1.0,6003
260,148,149,1.0,6004
261,149,148,1.0,6004
262,149,150,1.0,6005
263,150,149,1.0,6005
264,150,151,1.0,6006
265,151,150,1.0,6006
266,151,152,1.0,6007
267,152,151,1.0,6007
268,152,153,1.0,6008
269,153,152,1.0,6008
270,153,154,1.0,6009
271,154,153,1.0,6009
272,154,155,1.0,6010
273,155,154,1.0,6010
274,155,156,1.0,6011
275,156,155,1.0,6011
276,156,157,1.0,6012
277,157,156,1.0,6012
278,157,158,1.0,6013
279,158,157,1.0,6013
280,149,159,1.05,6100
281,159,149,1.05,6100
282,159,160,1.0,6101
283,160,159,1.0,6101
284,160,161,1.0,6102
285,161,160,1.0,6102
286,161,153,1.05,6103
287,153,161,1.05,6103
288,162,144,0.5,-1
289,158,163,0.5,-1
290,164,158,0.5,-1
291,144,165,0.5,-1
292,166,144,0.5,-1
293,158,167,0.5,-1
294,168,169,1.0,7000
295,169,168,1.0,7000
296,169,170,1.0,7001
297,170,169,1.0,7001
298,170,171,1.0,7002
299,171,170,1.0,7002
300,171,172,1.0,7003
301,172,171,1.0,7003
302,172,173,1.0,7004
303,173,172,1.0,7004
304,173,174,1.0,7005
305,174,173,1.0,7005
306,174,175,1.0,7006
307,175,174,1.0,7006
308,175,176,1.0,7007
309,176,175,1.0,7007
310,176,177,1.0,7008
311,177,176,1.0,7008
312,177,178,1.0,7009
313,178,177,1.0,7009
314,178,179,1.0,7010
315,179,178,1.0,7010
316,179,180,1.0,7011
317,180,179,1.0,7011
318,180,181,1.0,7012
319,181,180,1.0,7012
320,181,182,1.0,7013
321,182,181,1.0,7013
322,173,183,1.05,7100
323,183,173,1.05,7100
324,183,184,1.0,7101
325,184,183,1.0,7101
326,184,185,1.0,7102
327,185,184,1.0,7102
328,185,177,1.05,7103
329,177,185,1.05,7103
330,186,168,0.5,-1
331,182,187,0.5,-1
332,188,182,0.5,-1
333,168,189,0.5,-1
334,190,168,0.5,-1
335,182,191,0.5,-1
