agent_id,time,node_id,x,y,resource_id,train_class
9,2,58,5,16,1086,regional
9,3,57,4,16,1085,regional
9,4,56,3,17,1084,regional
9,5,54,2,16,1082,regional
9,6,53,1,16,1081,regional
9,7,52,0,16,1080,regional
9,8,51,-2,17,-1,regional
9,9,51,-2,17,-1,regional
9,10,51,-2,17,-1,regional
9,11,51,-2,17,-1,regional
9,12,51,-2,17,-1,regional
9,13,51,-2,17,-1,regional
9,14,51,-2,17,-1,regional
9,15,51,-2,17,-1,regional
9,16,51,-2,17,-1,regional
9,17,51,-2,17,-1,regional
9,18,51,-2,17,-1,regional
9,19,51,-2,17,-1,regional
10,0,60,-2,20,-1,express
10,1,60,-2,20,-1,express
10,2,64,0,20,1100,express
10,3,65,1,20,1101,express
10,4,66,2,20,1102,express
10,5,67,3,20,1103,express
10,6,69,4,20,1105,express
10,7,70,5,20,1106,express
10,8,71,6,20,1107,express
10,9,61,8,20,-1,express
10,10,61,8,20,-1,express
10,11,61,8,20,-1,express
10,12,61,8,20,-1,express
10,13,61,8,20,-1,express
10,14,61,8,20,-1,express
10,15,61,8,20,-1,express
10,16,61,8,20,-1,express
10,17,61,8,20,-1,express
10,18,61,8,20,-1,express
10,19,61,8,20,-1,express
11,0,62,8,21,-1,regional
11,1,62,8,21,-1,regional
11,2,71,6,20,1107,regional
11,3,70,5,20,1106,regional
11,4,69,4,20,1105,regional
11,5,68,3,21,1104,regional
11,6,66,2,20,1102,regional
11,7,65,1,20,1101,regional
11,8,64,0,20,1100,regional
11,9,63,-2,21,-1,regional
11,10,63,-2,21,-1,regional
11,11,63,-2,21,-1,regional
11,12,63,-2,21,-1,regional
11,13,63,-2,21,-1,regional
11,14,63,-2,21,-1,regional
11,15,63,-2,21,-1,regional
11,16,63,-2,21,-1,regional
11,17,63,-2,21,-1,regional
11,18,63,-2,21,-1,regional
11,19,63,-2,21,-1,regional
12,0,72,-2,24,-1,express
12,1,76,0,24,1120,express
12,2,77,1,24,1121,express
12,3,78,2,24,1122,express
12,4,79,3,24,1123,express
12,5,81,4,24,1125,express
12,6,82,5,24,1126,express
12,7,83,6,24,1127,express
12,8,73,8,24,-1,express
12,9,73,8,24,-1,express
12,10,73,8,24,-1,express
12,11,73,8,24,-1,express
12,12,73,8,24,-1,express
12,13,73,8,24,-1,express
12,14,73,8,24,-1,express
12,15,73,8,24,-1,express
12,16,73,8,24,-1,express
12,17,73,8,24,-1,express
12,18,73,8,24,-1,express
12,19,73,8,24,-1,express
13,0,74,8,25,-1,regional
13,1,83,6,24,1127,regional
13,2,82,5,24,1126,regional
13,3,81,4,24,1125,regional
13,4,80,3,25,1124,regional
13,5,78,2,24,1122,regional
13,6,77,1,24,1121,regional
13,7,76,0,24,1120,regional
13,8,75,-2,25,-1,regional
13,9,75,-2,25,-1,regional
13,10,75,-2,25,-1,regional
13,11,75,-2,25,-1,regional
13,12,75,-2,25,-1,regional
13,13,75,-2,25,-1,regional
13,14,75,-2,25,-1,regional
13,15,75,-2,25,-1,regional
13,16,75,-2,25,-1,regional
13,17,75,-2,25,-1,regional
13,18,75,-2,25,-1,regional
13,19,75,-2,25,-1,regional
14,0,84,-2,28,-1,express
14,1,84,-2,28,-1,express
14,2,88,0,28,1140,express
14,3,89,1,28,1141,express
14,4,90,2,28,1142,express
14,5,91,3,28,1143,express
14,6,93,4,28,1145,express
14,7,94,5,28,1146,express
14,8,95,6,28,1147,express
14,9,85,8,28,-1,express
14,10,85,8,28,-1,express
14,11,85,8,28,-1,express
14,12,85,8,28,-1,express
14,13,85,8,28,-1,express
14,14,85,8,28,-1,express
14,15,85,8,28,-1,express
14,16,85,8,28,-1,express
14,17,85,8,28,-1,express
14,18,85,8,28,-1,express
14,19,85,8,28,-1,express
15,0,86,8,29,-1,regional
15,1,86,8,29,-1,regional
15,2,95,6,28,1147,regional
15,3,94,5,28,1146,regional
15,4,93,4,28,1145,regional
15,5,92,3,29,1144,regional
15,6,90,2,28,1142,regional
15,7,89,1,28,1141,regional
15,8,88,0,28,1140,regional
15,9,87,-2,29,-1,regional
15,10,87,-2,29,-1,regional
15,11,87,-2,29,-1,regional
15,12,87,-2,29,-1,regional
15,13,87,-2,29,-1,regional
15,14,87,-2,29,-1,regional
15,15,87,-2,29,-1,regional
15,16,87,-2,29,-1,regional
15,17,87,-2,29,-1,regional
15,18,87,-2,29,-1,regional
15,19,87,-2,29,-1,regional
16,0,96,-2,32,-1,express
16,1,100,0,32,1160,express
16,2,101,1,32,1161,express
16,3,102,2,32,1162,express
16,4,103,3,32,1163,express
16,5,105,4,32,1165,express
16,6,106,5,32,1166,express
16,7,107,6,32,1167,express
16,8,97,8,32,-1,express
16,9,97,8,32,-1,express
16,10,97,8,32,-1,express
16,11,97,8,32,-1,express
16,12,97,8,32,-1,express
16,13,97,8,32,-1,express
16,14,97,8,32,-1,express
16,15,97,8,32,-1,express
16,16,97,8,32,-1,express
16,17,97,8,32,-1,express
16,18,97,8,32,-1,express
16,19,97,8,32,-1,express
17,0,98,8,33,-1,regional
17,1,107,6,32,1167,regional
17,2,106,5,32,1166,regional
17,3,105,4,32,1165,regional
17,4,104,3,33,1164,regional
17,5,102,2,32,1162,regional
17,6,101,1,32,1161,regional
17,7,100,0,32,1160,regional
17,8,99,-2,33,-1,regional
17,9,99,-2,33,-1,regional
17,10,99,-2,33,-1,regional
17,11,99,-2,33,-1,regional
17,12,99,-2,33,-1,regional
17,13,99,-2,33,-1,regional
17,14,99,-2,33,-1,regional
17,15,99,-2,33,-1,regional
17,16,99,-2,33,-1,regional
17,17,99,-2,33,-1,regional
17,18,99,-2,33,-1,regional
17,19,99,-2,33,-1,regional
18,0,108,-2,36,-1,express
18,1,108,-2,36,-1,express
18,2,112,0,36,1180,express
18,3,113,1,36,1181,express
18,4,114,2,36,1182,express
18,5,115,3,36,1183,express
18,6,117,4,36,1185,express
18,7,118,5,36,1186,express
18,8,119,6,36,1187,express
18,9,109,8,36,-1,express
18,10,109,8,36,-1,express
18,11,109,8,36,-1,express
18,12,109,8,36,-1,express
18,13,109,8,36,-1,express
18,14,109,8,36,-1,express
18,15,109,8,36,-1,express
18,16,109,8,36,-1,express
18,17,109,8,36,-1,express
18,18,109,8,36,-1,express
18,19,109,8,36,-1,express
19,0,110,8,37,-1,regional
19,1,110,8,37,-1,regional
19,2,119,6,36,1187,regional
19,3,118,5,36,1186,regional
19,4,117,4,36,1185,regional
19,5,116,3,37,1184,regional
19,6,114,2,36,1182,regional
19,7,113,1,36,1181,regional
19,8,112,0,36,1180,regional
19,9,111,-2,37,-1,regional
19,10,111,-2,37,-1,regional
19,11,111,-2,37,-1,regional
19,12,111,-2,37,-1,regional
19,13,111,-2,37,-1,regional
19,14,111,-2,37,-1,regional
19,15,111,-2,37,-1,regional
19,16,111,-2,37,-1,regional
19,17,111,-2,37,-1,regional
19,18,111,-2,37,-1,regional
19,19,111,-2,37,-1,regional
20,0,120,-2,40,-1,express
20,1,124,0,40,1200,express
20,2,125,1,40,1201,express
20,3,126,2,40,1202,express
20,4,127,3,40,1203,express
20,5,129,4,40,1205,express
20,6,130,5,40,1206,express
20,7,131,6,40,1207,express
20,8,121,8,40,-1,express
20,9,121,8,40,-1,express
20,10,121,8,40,-1,express
20,11,121,8,40,-1,express
20,12,121,8,40,-1,express
20,13,121,8,40,-1,express
20,14,121,8,40,-1,express
20,15,121,8,40,-1,express
20,16,121,8,40,-1,express
20,17,121,8,40,-1,express
20,18,121,8,40,-1,express
20,19,121,8,40,-1,express
21,0,122,8,41,-1,regional
21,1,131,6,40,1207,regional
21,2,130,5,40,1206,regional
21,3,129,4,40,1205,regional
21,4,128,3,41,1204,regional
21,5,126,2,40,1202,regional
21,6,125,1,40,1201,regional
21,7,124,0,40,1200,regional
21,8,123,-2,41,-1,regional
21,9,123,-2,41,-1,regional
21,10,123,-2,41,-1,regional
21,11,123,-2,41,-1,regional
21,12,123,-2,41,-1,regional
21,13,123,-2,41,-1,regional
21,14,123,-2,41,-1,regional
21,15,123,-2,41,-1,regional
21,16,123,-2,41,-1,regional
21,17,123,-2,41,-1,regional
21,18,123,-2,41,-1,regional
21,19,123,-2,41,-1,regional
22,0,132,-2,44,-1,express
22,1,132,-2,44,-1,express
22,2,136,0,44,1220,express
22,3,137,1,44,1221,express
22,4,138,2,44,1222,express
22,5,139,3,44,1223,express
22,6,141,4,44,1225,express
22,7,142,5,44,1226,express
22,8,143,6,44,1227,express
22,9,133,8,44,-1,express
22,10,133,8,44,-1,express
22,11,133,8,44,-1,express
22,12,133,8,44,-1,express
22,13,133,8,44,-1,express
22,14,133,8,44,-1,express
22,15,133,8,44,-1,express
22,16,133,8,44,-1,express
22,17,133,8,44,-1,express
22,18,133,8,44,-1,express
22,19,133,8,44,-1,express
23,0,134,8,45,-1,regional
23,1,134,8,45,-1,regional
23,2,143,6,44,1227,regional
23,3,142,5,44,1226,regional
23,4,141,4,44,1225,regional
23,5,140,3,45,1224,regional
23,6,138,2,44,1222,regional
23,7,137,1,44,1221,regional
23,8,136,0,44,1220,regional
23,9,135,-2,45,-1,regional
23,10,135,-2,45,-1,regional
23,11,135,-2,45,-1,regional
23,12,135,-2,45,-1,regional
23,13,135,-2,45,-1,regional
23,14,135,-2,45,-1,regional
23,15,135,-2,45,-1,regional
23,16,135,-2,45,-1,regional
23,17,135,-2,45,-1,regional
23,18,135,-2,45,-1,regional
23,19,135,-2,45,-1,regional
24,0,144,-2,48,-1,express
24,1,148,0,48,1240,express
24,2,149,1,48,1241,express
24,3,150,2,48,1242,express
24,4,151,3,48,1243,express
24,5,153,4,48,1245,express
24,6,154,5,48,1246,express
24,7,155,6,48,1247,express
24,8,145,8,48,-1,express
24,9,145,8,48,-1,express
24,10,145,8,48,-1,express
24,11,145,8,48,-1,express
24,12,145,8,48,-1,express
24,13,145,8,48,-1,express
24,14,145,8,48,-1,express
24,15,145,8,48,-1,express
24,16,145,8,48,-1,express
24,17,145,8,48,-1,express
24,18,145,8,48,-1,express
24,19,145,8,48,-1,express
25,0,146,8,49,-1,regional
25,1,155,6,48,1247,regional
25,2,154,5,48,1246,regional
25,3,153,4,48,1245,regional
25,4,152,3,49,1244,regional
25,5,150,2,48,1242,regional
25,6,149,1,48,1241,regional
25,7,148,0,48,1240,regional
25,8,147,-2,49,-1,regional
25,9,147,-2,49,-1,regional
25,10,147,-2,49,-1,regional
25,11,147,-2,49,-1,regional
25,12,147,-2,49,-1,regional
25,13,147,-2,49,-1,regional
25,14,147,-2,49,-1,regional
25,15,147,-2,49,-1,regional
25,16,147,-2,49,-1,regional
25,17,147,-2,49,-1,regional
25,18,147,-2,49,-1,regional
25,19,147,-2,49,-1,regional
26,0,156,-2,52,-1,express
26,1,156,-2,52,-1,express
26,2,160,0,52,1260,express
26,3,161,1,52,1261,express
26,4,162,2,52,1262,express
26,5,163,3,52,1263,express
26,6,165,4,52,1265,express
26,7,166,5,52,1266,express
26,8,167,6,52,1267,express
26,9,157,8,52,-1,express
26,10,157,8,52,-1,express
26,11,157,8,52,-1,express
26,12,157,8,52,-1,express
26,13,157,8,52,-1,express
26,14,157,8,52,-1,express
26,15,157,8,52,-1,express
26,16,157,8,52,-1,express
26,17,157,8,52,-1,express
26,18,157,8,52,-1,express
26,19,157,8,52,-1,express
27,0,158,8,53,-1,regional
27,1,158,8,53,-1,regional
27,2,167,6,52,1267,regional
27,3,166,5,52,1266,regional
27,4,165,4,52,1265,regional
27,5,164,3,53,1264,regional
27,6,162,2,52,1262,regional
27,7,161,1,52,1261,regional
27,8,160,0,52,1260,regional
27,9,159,-2,53,-1,regional
27,10,159,-2,53,-1,regional
27,11,159,-2,53,-1,regional
27,12,159,-2,53,-1,regional
27,13,159,-2,53,-1,regional
27,14,159,-2,53,-1,regional
27,15,159,-2,53,-1,regional
27,16,159,-2,53,-1,regional
27,17,159,-2,53,-1,regional
27,18,159,-2,53,-1,regional
27,19,159,-2,53,-1,regional
28,0,168,-2,56,-1,express
28,1,172,0,56,1280,express
28,2,173,1,56,1281,express
28,3,174,2,56,1282,express
28,4,175,3,56,1283,express
28,5,177,4,56,1285,express
28,6,178,5,56,1286,express
28,7,179,6,56,1287,express
28,8,169,8,56,-1,express
28,9,169,8,56,-1,express
28,10,169,8,56,-1,express
28,11,169,8,56,-1,express
28,12,169,8,56,-1,express
28,13,169,8,56,-1,express
28,14,169,8,56,-1,express
28,15,169,8,56,-1,express
28,16,169,8,56,-1,express
28,17,169,8,56,-1,express
28,18,169,8,56,-1,express
28,19,169,8,56,-1,express
29,0,170,8,57,-1,regional
29,1,179,6,56,1287,regional
29,2,178,5,56,1286,regional
29,3,177,4,56,1285,regional
29,4,176,3,57,1284,regional
29,5,174,2,56,1282,regional
29,6,173,1,56,1281,regional
29,7,172,0,56,1280,regional
29,8,171,-2,57,-1,regional
29,9,171,-2,57,-1,regional
29,10,171,-2,57,-1,regional
29,11,171,-2,57,-1,regional
29,12,171,-2,57,-1,regional
29,13,171,-2,57,-1,regional
29,14,171,-2,57,-1,regional
29,15,171,-2,57,-1,regional
29,16,171,-2,57,-1,regional
29,17,171,-2,57,-1,regional
29,18,171,-2,57,-1,regional
29,19,171,-2,57,-1,regional
30,0,180,-2,60,-1,express
30,1,180,-2,60,-1,express
30,2,184,0,60,1300,express
30,3,185,1,60,1301,express
30,4,186,2,60,1302,express
30,5,187,3,60,1303,express
30,6,189,4,60,1305,express
30,7,190,5,60,1306,express
30,8,191,6,60,1307,express
30,9,181,8,60,-1,express
30,10,181,8,60,-1,express
30,11,181,8,60,-1,express
30,12,181,8,60,-1,express
30,13,181,8,60,-1,express
30,14,181,8,60,-1,express
30,15,181,8,60,-1,express
30,16,181,8,60,-1,express
30,17,181,8,60,-1,express
30,18,181,8,60,-1,express
30,19,181,8,60,-1,express
31,0,182,8,61,-1,regional
31,1,182,8,61,-1,regional
31,2,191,6,60,1307,regional
31,3,190,5,60,1306,regional
31,4,189,4,60,1305,regional
31,5,188,3,61,1304,regional
31,6,186,2,60,1302,regional
31,7,185,1,60,1301,regional
31,8,184,0,60,1300,regional
31,9,183,-2,61,-1,regional
31,10,183,-2,61,-1,regional
31,11,183,-2,61,-1,regional
31,12,183,-2,61,-1,regional
31,13,183,-2,61,-1,regional
31,14,183,-2,61,-1,regional
31,15,183,-2,61,-1,regional
31,16,183,-2,61,-1,regional
31,17,183,-2,61,-1,regional
31,18,183,-2,61,-1,regional
31,19,183,-2,61,-1,regional
32,0,192,-2,64,-1,express
32,1,196,0,64,1320,express
32,2,197,1,64,1321,express
32,3,198,2,64,1322,express
32,4,199,3,64,1323,express
32,5,201,4,64,1325,express
32,6,202,5,64,1326,express
32,7,203,6,64,1327,express
32,8,193,8,64,-1,express
32,9,193,8,64,-1,express
32,10,193,8,64,-1,express
32,11,193,8,64,-1,express
32,12,193,8,64,-1,express
32,13,193,8,64,-1,express
32,14,193,8,64,-1,express
32,15,193,8,64,-1,express
32,16,193,8,64,-1,express
32,17,193,8,64,-1,express
32,18,193,8,64,-1,express
32,19,193,8,64,-1,express
33,0,194,8,65,-1,regional
33,1,203,6,64,1327,regional
33,2,202,5,64,1326,regional
33,3,201,4,64,1325,regional
33,4,200,3,65,1324,regional
33,5,198,2,64,1322,regional
33,6,197,1,64,1321,regional
33,7,196,0,64,1320,regional
33,8,195,-2,65,-1,regional
33,9,195,-2,65,-1,regional
33,10,195,-2,65,-1,regional
33,11,195,-2,65,-1,regional
33,12,195,-2,65,-1,regional
33,13,195,-2,65,-1,regional
33,14,195,-2,65,-1,regional
33,15,195,-2,65,-1,regional
33,16,195,-2,65,-1,regional
33,17,195,-2,65,-1,regional
33,18,195,-2,65,-1,regional
33,19,195,-2,65,-1,regional
34,0,204,-2,68,-1,express
34,1,204,-2,68,-1,express
34,2,208,0,68,1340,express
34,3,209,1,68,1341,express
34,4,210,2,68,1342,express
34,5,211,3,68,1343,express
34,6,213,4,68,1345,express
34,7,214,5,68,1346,express
34,8,215,6,68,1347,express
34,9,205,8,68,-1,express
34,10,205,8,68,-1,express
34,11,205,8,68,-1,express
34,12,205,8,68,-1,express
34,13,205,8,68,-1,express
34,14,205,8,68,-1,express
34,15,205,8,68,-1,express
34,16,205,8,68,-1,express
34,17,205,8,68,-1,express
34,18,205,8,68,-1,express
34,19,205,8,68,-1,express
35,0,206,8,69,-1,regional
35,1,206,8,69,-1,regional
35,2,215,6,68,1347,regional
35,3,214,5,68,1346,regional
35,4,213,4,68,1345,regional
35,5,212,3,69,1344,regional
35,6,210,2,68,1342,regional
35,7,209,1,68,1341,regional
35,8,208,0,68,1340,regional
35,9,207,-2,69,-1,regional
35,10,207,-2,69,-1,regional
35,11,207,-2,69,-1,regional
35,12,207,-2,69,-1,regional
35,13,207,-2,69,-1,regional
35,14,207,-2,69,-1,regional
35,15,207,-2,69,-1,regional
35,16,207,-2,69,-1,regional
35,17,207,-2,69,-1,regional
35,18,207,-2,69,-1,regional
35,19,207,-2,69,-1,regional
36,0,216,-2,72,-1,express
36,1,220,0,72,1360,express
36,2,221,1,72,1361,express
36,3,222,2,72,1362,express
36,4,223,3,72,1363,express
36,5,225,4,72,1365,express
36,6,226,5,72,1366,express
36,7,227,6,72,1367,express
36,8,217,8,72,-1,express
36,9,217,8,72,-1,express
36,10,217,8,72,-1,express
36,11,217,8,72,-1,express
36,12,217,8,72,-1,express
36,13,217,8,72,-1,express
36,14,217,8,72,-1,express
36,15,217,8,72,-1,express
36,16,217,8,72,-1,express
36,17,217,8,72,-1,express
36,18,217,8,72,-1,express
36,19,217,8,72,-1,express
37,0,218,8,73,-1,regional
37,1,227,6,72,1367,regional
37,2,226,5,72,1366,regional
37,3,225,4,72,1365,regional
37,4,224,3,73,1364,regional
37,5,222,2,72,1362,regional
37,6,221,1,72,1361,regional
37,7,220,0,72,1360,regional
37,8,219,-2,73,-1,regional
37,9,219,-2,73,-1,regional
37,10,219,-2,73,-1,regional
37,11,219,-2,73,-1,regional
37,12,219,-2,73,-1,regional
37,13,219,-2,73,-1,regional
37,14,219,-2,73,-1,regional
37,15,219,-2,73,-1,regional
37,16,219,-2,73,-1,regional
37,17,219,-2,73,-1,regional
37,18,219,-2,73,-1,regional
37,19,219,-2,73,-1,regional
38,0,228,-2,76,-1,express
38,1,228,-2,76,-1,express
38,2,232,0,76,1380,express
38,3,233,1,76,1381,express
38,4,234,2,76,1382,express
38,5,235,3,76,1383,express
38,6,237,4,76,1385,express
38,7,238,5,76,1386,express
38,8,239,6,76,1387,express
38,9,229,8,76,-1,express
38,10,229,8,76,-1,express
38,11,229,8,76,-1,express
38,12,229,8,76,-1,express
38,13,229,8,76,-1,express
38,14,229,8,76,-1,express
38,15,229,8,76,-1,express
38,16,229,8,76,-1,express
38,17,229,8,76,-1,express
38,18,229,8,76,-1,express
38,19,229,8,76,-1,express
39,0,230,8,77,-1,regional
39,1,230,8,77,-1,regional
39,2,239,6,76,1387,regional
39,3,238,5,76,1386,regional
39,4,237,4,76,1385,regional
39,5,236,3,77,1384,regional
39,6,234,2,76,1382,regional
39,7,233,1,76,1381,regional
39,8,232,0,76,1380,regional
39,9,231,-2,77,-1,regional
39,10,231,-2,77,-1,regional
39,11,231,-2,77,-1,regional
39,12,231,-2,77,-1,regional
39,13,231,-2,77,-1,regional
39,14,231,-2,77,-1,regional
39,15,231,-2,77,-1,regional
39,16,231,-2,77,-1,regional
39,17,231,-2,77,-1,regional
39,18,231,-2,77,-1,regional
39,19,231,-2,77,-1,regional
40,0,240,-2,80,-1,express
40,1,244,0,80,1400,express
40,2,245,1,80,1401,express
40,3,246,2,80,1402,express
40,4,247,3,80,1403,express
40,5,249,4,80,1405,express
40,6,250,5,80,1406,express
40,7,251,6,80,1407,express
40,8,241,8,80,-1,express
40,9,241,8,80,-1,express
40,10,241,8,80,-1,express
40,11,241,8,80,-1,express
40,12,241,8,80,-1,express
40,13,241,8,80,-1,express
40,14,241,8,80,-1,express
40,15,241,8,80,-1,express
40,16,241,8,80,-1,express
40,17,241,8,80,-1,express
40,18,241,8,80,-1,express
40,19,241,8,80,-1,express
41,0,242,8,81,-1,regional
41,1,251,6,80,1407,regional
41,2,250,5,80,1406,regional
41,3,249,4,80,1405,regional
41,4,248,3,81,1404,regional
41,5,246,2,80,1402,regional
41,6,245,1,80,1401,regional
41,7,244,0,80,1400,regional
41,8,243,-2,81,-1,regional
41,9,243,-2,81,-1,regional
41,10,243,-2,81,-1,regional
41,11,243,-2,81,-1,regional
41,12,243,-2,81,-1,regional
41,13,243,-2,81,-1,regional
41,14,243,-2,81,-1,regional
41,15,243,-2,81,-1,regional
41,16,243,-2,81,-1,regional
41,17,243,-2,81,-1,regional
41,18,243,-2,81,-1,regional
41,19,243,-2,81,-1,regional
42,0,252,-2,84,-1,express
42,1,252,-2,84,-1,express
42,2,256,0,84,1420,express
42,3,257,1,84,1421,express
42,4,258,2,84,1422,express
42,5,259,3,84,1423,express
42,6,261,4,84,1425,express
42,7,262,5,84,1426,express
42,8,263,6,84,1427,express
42,9,253,8,84,-1,express
42,10,253,8,84,-1,express
42,11,253,8,84,-1,express
42,12,253,8,84,-1,express
42,13,253,8,84,-1,express
42,14,253,8,84,-1,express
42,15,253,8,84,-1,express
42,16,253,8,84,-1,express
42,17,253,8,84,-1,express
42,18,253,8,84,-1,express
42,19,253,8,84,-1,express
43,0,254,8,85,-1,regional
43,1,254,8,85,-1,regional
43,2,263,6,84,1427,regional
43,3,262,5,84,1426,regional
43,4,261,4,84,1425,regional
43,5,260,3,85,1424,regional
43,6,258,2,84,1422,regional
43,7,257,1,84,1421,regional
43,8,256,0,84,1420,regional
43,9,255,-2,85,-1,regional
43,10,255,-2,85,-1,regional
43,11,255,-2,85,-1,regional
43,12,255,-2,85,-1,regional
43,13,255,-2,85,-1,regional
43,14,255,-2,85,-1,regional
43,15,255,-2,85,-1,regional
43,16,255,-2,85,-1,regional
43,17,255,-2,85,-1,regional
43,18,255,-2,85,-1,regional
43,19,255,-2,85,-1,regional
44,0,264,-2,88,-1,express
